1||3|||6|||9||11|12||||||||20|21|22|23||25||27||29||31||33||35||37||39||41||43||45||47||||51|
32|'14_000032'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||50|5.5|'150/70'|'да'|'нет'||||||599.88|507.86|96.67|'Д'|62.33|'Д'|83.12|'Д'|35.49|'Д'|28.07|'Д'|0|'Р'|0|'Р'|0|'Р'|5.04|'Р'|101.57|'Р'|101.57|'Р'|80.64|'Р'|594.5|0.42417|'150-70'|'зависимая'|1|'не разгружен'
33|'14_000033'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||671.13|865.83|96.74|'Р'|96.74|'Д'|96.74|'Д'|96.74|'Д'|28.09|'Д'|0|'Р'|0|'Р'|0|'Р'|24.23|'Р'|103.85|'Р'|103.85|'Р'|52.91|'Р'|699.89|0.35718|'150-70'|'зависимая'|1|'не разгружен'
34|'14_000034'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'да'|'нет'||||||448.02|772.94|76.97|'Р'|76.97|'Д'|76.97|'Д'|76.97|'Д'|22.35|'Д'|0|'Р'|0|'Р'|0|'Р'|18.87|'Р'|80.87|'Р'|80.87|'Р'|80.87|'Р'|591.71|0.32487|'150-70'|'зависимая'|1|'не разгружен'
35|'14_000035'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||415.65|634.06|72.6|'Р'|72.6|'Д'|72.6|'Д'|72.6|'Д'|21.08|'Д'|0|'Р'|0|'Р'|0|'Р'|18.19|'Р'|77.94|'Р'|77.94|'Р'|41.66|'Р'|527.21|0.23176|'150-70'|'зависимая'|1|'не разгружен'
36|'14_000036'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'да'|'нет'||||||434.29|506.94|77.32|'Д'|68.23|'Д'|78.43|'Д'|34.79|'Д'|22.45|'Д'|0|'Р'|0|'Р'|0|'Р'|3.54|'Р'|37.1|'Д'|41.61|'Д'|59.41|'Д'|422.88|0.32487|'150-70'|'зависимая'|1|'не разгружен'
37|'14_000037'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||392.42|577.49|56.25|'Р'|56.25|'Д'|56.25|'Д'|56.25|'Д'|16.33|'Д'|0|'Р'|0|'Р'|0|'Р'|13.79|'Р'|59.1|'Д'|31.92|'Д'|55.07|'Д'|401.21|0.21772|'150-70'|'зависимая'|1|'не разгружен'
38|'14_000038'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||565.35|844.37|102.24|'Р'|102.24|'Д'|102.24|'Д'|102.24|'Д'|29.68|'Д'|0|'Р'|0|'Р'|0|'Р'|14.32|'Р'|107.42|'Р'|107.42|'Р'|44.52|'Р'|712.32|0.30601|'150-70'|'зависимая'|1|'не разгружен'
39|'14_000039'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||390.46|584.43|56.16|'Р'|56.16|'Д'|56.16|'Д'|56.16|'Д'|16.3|'Д'|0|'Р'|0|'Р'|0|'Р'|11.8|'Р'|59|'Д'|33.79|'Д'|61.9|'Д'|407.43|0.21772|'150-70'|'зависимая'|1|'не разгружен'
40|'14_000040'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||479.3|515.9|78.34|'Д'|66.2|'Д'|92.79|'Д'|40.48|'Д'|22.74|'Д'|0|'Р'|0|'Р'|0|'Р'|4.35|'Р'|36.21|'Д'|41.89|'Д'|54.96|'Д'|437.96|0.38705|'150-70'|'зависимая'|1|'не разгружен'
41|'14_000041'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||415.65|576.68|55.2|'Р'|55.2|'Д'|55.2|'Д'|55.2|'Д'|16.03|'Д'|0|'Р'|0|'Р'|0|'Р'|13.53|'Р'|29.41|'Д'|58|'Д'|39.05|'Д'|376.82|0.22273|'150-70'|'зависимая'|1|'не разгружен'
42|'14_000042'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||577.15|860.81|108.02|'Р'|108.02|'Д'|108.02|'Д'|108.02|'Д'|31.36|'Д'|0|'Р'|0|'Р'|0|'Р'|18.92|'Р'|113.49|'Д'|47.94|'Д'|85.86|'Д'|729.65|0.31002|'150-70'|'зависимая'|1|'не разгружен'
43|'14_000043'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'нет'|'нет'||||||435.94|467.55|54.71|'Д'|65.1|'Д'|97.12|'Д'|46.06|'Д'|15.88|'Д'|0|'Р'|0|'Р'|0|'Р'|0||44.08|'Д'|52.04|'Д'|66.91|'Д'|441.9|0.22273|'150-70'|'зависимая'|1|'не разгружен'
44|'14_000044'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|0||50|5.5|'150/70'|'нет'|'нет'||||||178.72|278.5|27.68|'Р'|27.68|'Д'|27.68|'Д'|27.68|'Д'|8.04|'Д'|0|'Р'|0|'Р'|0|'Р'|6.79|'Р'|29.08|'Р'|29.08|'Р'|29.08|'Р'|212.79|0.09531|'95-70'|'зависимая'|0|'не разгружен'
45|'14_000045'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|0||50|5.5|'150/70'|'нет'|'нет'||||||178.72|256.52|25.22|'Р'|25.22|'Д'|25.22|'Д'|25.22|'Д'|7.32|'Д'|0|'Р'|0|'Р'|0|'Р'|6.18|'Р'|26.5|'Р'|26.5|'Р'|26.5|'Р'|193.88|0.09531|'95-70'|'зависимая'|0|'не разгружен'
46|'14_000046'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|0||50|5.5|'150/70'|'нет'|'нет'||||||151.19|212.7|20.39|'Р'|20.39|'Д'|20.39|'Д'|20.39|'Д'|5.92|'Д'|0|'Р'|0|'Р'|0|'Р'|0.61|'Р'|6.32|'Д'|8.49|'Д'|10.99|'Д'|113.89|0.08026|'95-70'|'зависимая'|0|'не разгружен'
47|'14_000047'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г. Ломоносова'|'тепловая энергия'|'Гкал'|1||80|5.5|'150/70'|'да'|'нет'||||||351.04|358.41|77.63|'Д'|44.19|'Д'|60.68|'Д'|23.93|'Д'|22.54|'Д'|0|'Р'|0|'Р'|0|'Р'|1.82|'Р'|18.79|'Д'|25.27|'Д'|32.68|'Д'|307.53|0.46799|'150-70'|'зависимая'|1|'не разгружен'
48|'14_000048'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|1||76|5.5|'130/70'|'нет'|'нет'||||||625.33|663.04|141.53|'Д'|97.85|'Д'|126.98|'Д'|44.02|'Д'|25.94|'Д'|0|'Д'|0|'Д'|0|'Д'|0|'Д'|98.13|'Р'|40.8|'Д'|77.81|'Д'|653.06|0.374|'130-70'|'зависимая'|1|'разгружен'
