||||||||||||||||||||||'январь'||'февраль'||'март'||'апрель'||'май'||'июнь'||'июль'||'август'||'сентябрь'||'октябрь'||'ноябрь'||'декабрь'||'Итого'|||||
||||||||||'диаметр ввода'|'давление на вводе'|'температурный график тепловой сети'|'наличие ГВС (да/нет)'|'необходимость резерва ГВС'|'наличие систем учета'|'необходимость диспетчеризации'|'схема присоеденения к тепловой сети'|'резервирование насосов ГВС'|'примечание'||||||||||||||||||||||||||||||||
||||||||||||||||||||'Сумм. объем'|'Сумм. объем'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'Суммарный объем'|||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52
111|'18_294'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||200,46|185,29|21,65|'Р'|21,62|'Р'|21,65|'Р'|78,67|'Р'|6,26|'Р'|||||||0|'Р'|20,68|'Р'|21,39|'Р'|21,42|'Р'|599,09|0,10514||'зависимая'|0|'отсутствует'
112|'18_295'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||867,15|1264,69|169,36|'Р'|168,28|'Р'|168,28|'Р'|179,54|'Р'|48,85|'Р'|||||||0|'Р'|135,36|'Д'|155,4|'Д'|155,4|'Д'|3312,31|0,39042||'зависимая'|0|'разгружен'
113|'18_296'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||817,5|1182,05|169,8|'Р'|169,8|'Р'|169,8|'Р'|106,61|'Р'|49,3|'Р'|||||||0|'Р'|155,01|'Д'|160,17|'Д'|160,17|'Д'|3140,21|0,42957||'зависимая'|0|'разгружен'
114|'18_297'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||145,15|182,71|23,34|'Р'|23,34|'Р'|23,34|'Р'|72,96|'Р'|6,76|'Р'|||||||0|'Р'|21,47|'Р'|22,18|'Р'|22,18|'Р'|543,43|0,07627||'зависимая'|0|'отсутствует'
115|'18_298'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|2|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||729,68|923,9|133,74|'Р'|130,74|'Р'|130,74|'Р'|241,62|'Р'|37,95|'Р'|||||||0|'Р'|116,97|'Д'|161,39|'Д'|173,5|'Д'|2780,23|0,3834||'зависимая'|0|'разгружен'
116|'18_285'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|2|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||1184,25|1220,4|175,74|'Р'|175,74|'Р'|175,74|'Р'|237,65|'Р'|56,69|'Р'|||||||0|'Р'|58,93|'Д'|75,16|'Д'|110,08|'Д'|3470,38|0,6002||'зависимая'|0|'разгружен'
117|'18_286'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||2427,2|2505,76|394,02|'Р'|394,02|'Р'|394,02|'Р'|192,42|'Р'|114,39|'Р'|||||||89,73|'Р'|384,53|'Р'|384,53|'Р'|384,53|'Р'|7665,15|1,28168||'зависимая'|0|'отсутствует'
118|'18_284'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||550,84|723,62|96,55|'Р'|96,55|'Р'|96,55|'Р'|176,78|'Р'|28,03|'Р'|||||||3,12|'Р'|93,34|'Д'|93,34|'Д'|93,34|'Д'|2052,06|0,28905||'зависимая'|0|'разгружен'
119|'18_288'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||770,2|730,22|120,64|'Р'|120,64|'Р'|120,64|'Р'|14,46|'Р'|35,02|'Р'|||||||0|'Р'|108,38|'Д'|158,05|'Д'|170,68|'Д'|2348,93|0,37838||'зависимая'|0|'разгружен'
122|'18_291'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|2|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||1459,55|1759,05|282,08|'Р'|241,88|'Р'|243,43|'Р'|240,81|'Р'|69,21|'Р'|||||||0|'Р'|209,75|'Д'|230,82|'Д'|232,36|'Д'|4968,94|0,71525||'зависимая'|0|'разгружен'
123|'18_314'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||0|126,56|19,22|'Д'|16,33|'Д'|21,24|'Д'|9,88|'Д'|2,58|'Д'|||||||0|'Д'|10,02|'Д'|10,79|'Д'|15,18|'Д'|231,8|0,07608||'зависимая'|0|'отсутствует'
124|'18_315'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 100 мм'|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||821,11|803,72|154,04|'Д'|120,9|'Д'|166,11|'Д'|60,11|'Д'|32,39|'Д'|||||||0|'Д'|66,76|'Д'|78,23|'Д'|114,38|'Д'|2417,75|0,42354||'зависимая'|0|'разгружен'
125|'18_316'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 100 мм'|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||1097,43|882,71|156,56|'Д'|129,58|'Д'|173,15|'Д'|73,36|'Д'|8,42|'Д'|||||||0|'Д'|69,39|'Д'|83,75|'Д'|121,67|'Д'|2796,02|0,56606||'зависимая'|0|'разгружен'
126|'18_318'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 80 мм'|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||626,54|431,64|82,25|'Д'|73,9|'Д'|99,42|'Д'|30,14|'Д'|19,19|'Д'|||||||0|'Д'|42,71|'Д'|48,05|'Д'|69,25|'Д'|1523,09|0,32317||'зависимая'|0|'разгружен'
127|'18_341'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||887,35|947,5|134,15|'Р'|134,15|'Р'|134,15|'Р'|134,15|'Р'|38,96|'Р'|||||||32,22|'Р'|138,1|'Р'|138,1|'Р'|133,65|'Р'|2852,48|0,45968||'зависимая'|0|'отсутствует'
128|'18_342'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||0|256,65|256,65|'Р'|256,65|'Р'|256,65|'Р'|256,65|'Р'|74,52|'Р'|||||||0|'Р'|98,99|'Д'|98,99|'Д'|98,99|'Д'|1654,74|0,70859||'зависимая'|0|'разгружен'
129|'18_343'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||0|106,39|106,17|'Р'|104,66|'Р'|105,91|'Р'|103,56|'Р'|29,78|'Р'|||||||3,12|'Р'|93,62|'Р'|94,01|'Р'|95,06|'Р'|842,28|'0,0,87390'||'зависимая'|0|'отсутствует'
130|'18_339'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||1252,64|1883,17|243,64|'Р'|228,57|'Р'|228,57|'Р'|228,57|'Р'|66,36|'Р'|||||||44,26|'Р'|221,29|'Р'|221,29|'Р'|221,29|'Р'|4839,65|0,66343||'зависимая'|0|'отсутствует'
131|'18_356'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||431,94|440,07|53,82|'Р'|51,61|'Р'|51,61|'Р'|51,61|'Р'|14,98|'Р'|||||||10,26|'Р'|51,32|'Р'|51,32|'Р'|51,32|'Р'|1259,86|0,2||'зависимая'|0|'разгружен'
132|'18_357'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||681,45|759,96|95,53|'Р'|95,53|'Р'|95,53|'Р'|95,53|'Р'|27,72|'Р'|||||||17,88|'Р'|89,41|'Д'|89,41|'Д'|89,41|'Д'|2137,36|0,31727||'зависимая'|0|'разгружен'
133|'18_360'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 80 мм'|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||558,4|645,07|96,15|'Д'|77,51|'Д'|102,71|'Д'|37,95|'Д'|20,09|'Д'|||||||0|'Д'|43,72|'Д'|49,55|'Д'|70,61|'Д'|1701,76|0,28806||'зависимая'|0|'разгружен'
134|'18_369'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||914,46|1013,25|158,97|'Р'|158,92|'Р'|158,92|'Р'|158,92|'Р'|46,14|'Р'|||||||0|'Д'|159,26|'Д'|159,26|'Д'|159,26|'Д'|3087,36|0,42756||'зависимая'|0|'разгружен'
135|'18_371'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||0|125,77|125,77|'Р'|125,77|'Р'|125,77|'Р'|125,77|'Р'|36,51|'Р'|||||||18,75|'Р'|112,55|'Р'|112,55|'Р'|112,55|'Р'|1021,76|0,36935||'зависимая'|0|'отсутствует'
136|'18_400'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'нет'|'нет'|'зависимая'|'нет'||401,1|431,95|62,36|'Р'|62,36|'Р'|62,36|'Р'|62,36|'Р'|18,09|'Р'|||||||12,32|'Р'|38,51|'Д'|46,82|'Д'|51,55|'Д'|1249,78|0,19471||'зависимая'|0|'отсутствует'
137|'18_394'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|10|'2-х труб., зависим'|'лит.АЗ-? 65мм. лит.Б- ? 80 мм. лит.В- ? 65 мм. лит.А- ? 100 мм. лит.ДЕ- ? 40 мм. лит.К- ? 125 мм. лит.Л- ? 80 мм. лит.Н- ? 50 мм. лит. О- ? 65 мм. лит.Р- ? 100 мм. '|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||5458,65|7736,55|639,17|'Д'|1012,69|'Д'|1060,55|'Д'|384,67|'Д'|213,95|'Д'|||||||0|'Д'|489,93|'Д'|539,33|'Д'|719,95|'Д'|18255,44|0,07214||'зависимая'|0|'разгружен'
138|'18_395'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||765,56|909,2|105,6|'Р'|105,58|'Р'|105,6|'Р'|105,56|'Р'|30,64|'Р'|||||||21,2|'Р'|129|'Д'|145,36|'Д'|166,59|'Д'|2589,89|0,09657||'зависимая'|0|'разгружен'
139|'18_397'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||368,01|308,32|49,44|'Р'|49,44|'Р'|49,44|'Р'|49,44|'Р'|14,36|'Р'|||||||9,57|'Р'|32,04|'Д'|33,68|'Д'|45,07|'Д'|1008,81|0,17865||'зависимая'|0|'разгружен'
140|'18_398'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|2|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||415,55|486,3|59,46|'Р'|58,23|'Р'|59,95|'Р'|56,53|'Р'|15,86|'Р'|||||||9,55|'Р'|44,29|'Д'|51,5|'Д'|56,48|'Д'|1313,7|0,20174||'зависимая'|0|'разгружен'
141|'18_445'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||649,21|741,77|92,66|'Р'|90,69|'Р'|90,69|'Р'|90,69|'Р'|26,33|'Р'|||||||17,74|'Р'|88,69|'Д'|43,57|'Д'|65,46|'Д'|1997,5|0,31515||'зависимая'|0|'разгружен'
142|'18_446'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||409,36|554,38|72,57|'Р'|72,57|'Р'|72,57|'Р'|72,57|'Р'|21,08|'Р'|||||||14,1|'Р'|70,52|'Р'|70,52|'Р'|70,52|'Р'|1500,76|0,19872||'зависимая'|0|'разгружен'
143|'18_439'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||702,93|979,22|117,8|'Р'|117,8|'Р'|117,8|'Р'|117,8|'Р'|34,2|'Р'|||||||22,09|'Р'|103,28|'Д'|96,69|'Д'|119,85|'Д'|2529,46|0,34124||'зависимая'|0|'разгружен'
144|'18_440'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||448,59|517,93|64,86|'Р'|64,86|'Р'|64,86|'Р'|64,86|'Р'|18,83|'Р'|||||||11,97|'Р'|45,11|'Д'|56,36|'Д'|58,22|'Д'|1416,45|0,2178||'зависимая'|0|'разгружен'
145|'18_441'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 108 мм'|'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||707,55|979,19|130,78|'Р'|130,78|'Р'|130,78|'Р'|130,78|'Р'|37,97|'Р'|||||||25,82|'Р'|60,63|'Д'|70,13|'Д'|85,11|'Д'|2489,52|0,35731||'зависимая'|0|'разгружен'
146|'18_442'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||485,85|513,3|62,95|'Р'|62,95|'Р'|62,95|'Р'|62,95|'Р'|18,27|'Р'|||||||12,56|'Р'|45,77|'Д'|53,16|'Д'|59,04|'Д'|1439,75|0,23587||'зависимая'|0|'разгружен'
147|'18_443'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||793|962,26|122,54|'Р'|122,54|'Р'|122,54|'Р'|122,54|'Р'|35,58|'Р'|||||||23,85|'Р'|83,36|'Д'|98,93|'Д'|110,03|'Д'|2597,17|0,40047||'зависимая'|0|'разгружен'
148|'18_444'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||692,6|770,99|95,18|'Р'|95,18|'Р'|95,18|'Р'|95,18|'Р'|27,64|'Р'|||||||18,61|'Р'|58,88|'Д'|69,6|'Д'|77,71|'Д'|2096,75|0,33622||'зависимая'|0|'разгружен'
149|'18_230'|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'95/70 °С'|'нет'|'нет'|'да'|'нет'|'зависимая'|'нет'||0|445,91|82,36|'Р'|82,36||82,36|'Р'|82,36|'Р'|23,91|'Р'|||||||12,97|'Р'|77,82|'Р'|77,82|'Р'|77,82|'Р'|1045,69|||'зависимая'||
150|'18_134'|'ОАО Теплосеть СПБ'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'нет'|'нет'|'да'|'нет'||'нет'||864,79|767,79|169,12|'Д'|108,94|'Д'|138,37|'Д'|75,63|'Д'|17,8|'Д'|0|'Д'|0|'Д'|0,31|'Д'|2,79|'Д'|103,11|'Д'|95,45|'Д'|106,26|'Д'|2450,36|0,25||'зависимая'|0|'разгружен'
151|'18_141'|'ОАО Теплосеть СПБ'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 100 мм'|'6,4 кгс/см'|'150/70 С°'|'нет'|'нет'|'да'|'нет'||'нет'||1969,87|1765,71|499,99|'Д'|262,5|'Д'|364,7|'Д'|188,6|'Д'|44|'Д'|0|'Д'|0|'Д'|1,45|'Д'|0|'Д'|201,7|'Д'|169,1|'Д'|220,7|'Д'|5688,32|0,72||'зависимая'|1|'разгружен'
152|'18_142'|'ОАО Теплосеть СПБ'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 80 мм'|'6,4 кгс/см'|'150/70 С°'|'нет'|'нет'|'да'|'нет'||'нет'||1111,39|929,21|254,4|'Д'|95,4|'Д'|177|'Д'|89,3|'Д'|20,9|'Д'|0|'Д'|0|'Д'|0,78|'Д'|0|'Д'|104,5|'Д'|84,7|'Д'|128,1|'Д'|2995,68|0,43||'зависимая'|1|'разгружен'
153|'18_5'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 50 мм'|'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||742,98|786,34|162,62|'Д'|114,72|'Д'|151,46|'Д'|81,15|'Д'|24,97|'Д'|15,63|'Д'|6,87|'Д'|12,93|'Д'|15,15|'Д'|59,84|'Д'|65,05|'Д'|99,79|'Д'|2339,5|0,18||'зависимая'|1|'разгружен'
154|'18_8'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||1006,94|1105,08|195,22|'Д'|135,71|'Д'|189,58|'Д'|111,02|'Д'|35,67|'Д'|13,71|'Д'|6,9|'Д'|13,45|'Д'|16,01|'Д'|105,96|'Д'|121,48|'Д'|133,47|'Д'|3190,2|0,2301||'зависимая'|0|'разгружен'
155|'18_8'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||608,58|496,87|99,3|'Д'|59,39|'Д'|83,39|'Д'|48,72|'Д'|18,91|'Д'|5,12|'Д'|1,69|'Д'|2,14|'Д'|3,92|'Д'|56,53|'Д'|49,23|'Д'|71,96|'Д'|1605,75|0,227||'зависимая'|0|'разгружен'
156|'18_10'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||2059,46|2196,19|370,54|'Д'|237,13|'Д'|375,41|'Д'|185,86|'Д'|60,01|'Д'|40,53|'Д'|24,29|'Д'|30,95|'Д'|39,98|'Д'|198,9|'Д'|183,22|'Д'|275,4|'Д'|6277,87|0,57||'зависимая'|1|'разгружен'
157|'18_451'|'ОАО Теплосеть СПБ'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'нет'|'нет'|'нет'|'нет'||'нет'||449,23|367,31|73,07|'Д'|43,67|'Д'|61,38|'Д'|35,96|'Д'|13,88|'Д'|1,1|'Д'|1,3|'Д'|1,67|'Д'|3,14|'Д'|41,51|'Р'|36,1|'Р'|52,91|'Р'|1182,23|0,16||'зависимая'|0|'не разгружен'
158|'18_11'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||632,46|656,88|119,77|'Д'|74,19|'Д'|110,78|'Д'|63,12|'Д'|18,21|'Д'|10,66|'Д'|4,57|'Д'|3,84|'Д'|10,47|'Д'|40,84|'Д'|50,22|'Д'|77,43|'Д'|1873,44|0,15||'зависимая'|0|'разгружен'
159|'18_12'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'нет'|'нет'||'нет'||545,06|568,58|55,84|'Р'|56,98|'Р'|57,15|'Р'|56|'Р'|55,77|'Р'|18,87|'Р'|11,29|'Р'|-4,95|'Р'|7,79|'Р'|40,92|'Р'|44,21|'Р'|43,3|'Р'|1556,81|0,17||'зависимая'|0|'не разгружен'
160|'18_13'|'ОАО Теплосеть СПБ'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'нет'|'нет'|'да'|'нет'||'нет'||672,03|698,02|135,41|'Д'|83,85|'Д'|125,09|'Д'|71,37|'Д'|22,18|'Д'|0|'Д'|1,32|'Д'|0|'Д'|0|'Д'|40,05|'Д'|58,27|'Д'|87,73|'Д'|1995,32|0,35||'зависимая'|1|'разгружен'
161|'18_14'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'нет'|'нет'||'нет'||1522,81|1212,63|112,61|'Р'|112,22|'Р'|112,83|'Р'|111,63|'Р'|112,39|'Р'|41,82|'Р'|27,89|'Р'|-12,14|'Р'|18,76|'Р'|99,56|'Р'|104,01|'Р'|104,9|'Р'|3681,92|0,22||'зависимая'|0|'не разгружен'
162|'18_15'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|1|'2-х труб., зависим'|'? 125 мм'|'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'да'|'нет'||'нет'||1337,95|1135,25|201,1|'Д'|140,18|'Д'|182,1|'Д'|102,39|'Д'|34,28|'Д'|21,85|'Д'|11,49|'Д'|17,28|'Д'|22,33|'Д'|104,09|'Д'|98,02|'Д'|133,78|'Д'|3542,09|0,35||'зависимая'|0|'разгружен'
163|'18_16'|'ОАО Теплосеть СПБ'|'ИТП'|'открытая'|'ООО ЖКС №1 Центрального р-на'|'Отопление'|'Гкал'|0|'2-х труб., зависим'||'6,4 кгс/см'|'150/70 С°'|'да'|'нет'|'нет'|'нет'||'нет'||323,64|316,28|55,36|'Д'|38,66|'Д'|50,26|'Д'|28,23|'Д'|9,4|'Д'|6,62|'Д'|3,34|'Д'|5,28|'Д'|6,74|'Д'|28,59|'Д'|26,89|'Д'|36,91|'Д'|936,2|0,09||'зависимая'|0|'не разгружен'
