41|1880|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||303.15|242.31|41.9|'Р'|41.9|'Р'|41.9|'Р'|41.9|'Р'|12.16|'Р'|||||||1.2|'Р'|36.18|'Р'|36.18|'Р'|35.02|'Р'||0.15858||'зависимая'|0|'отсутствует'
42|1881|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||218.76|229.12|29.41|'Р'|29.41|'Р'|29.41|'Р'|29.41|'Р'|8.54|'Р'|||||||0.86|'Р'|25.68|'Р'|25.68|'Р'|24.86|'Р'||0.11442||'зависимая'|0|'отсутствует'
43|1882|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||218.71|260.72|30.29|'Р'|30.29|'Р'|30.29|'Р'|30.29|'Р'|8.8|'Р'|||||||1|'Р'|30.02|'Р'|30.02|'Р'|29.05|'Р'||0.11442||'зависимая'|0|'отсутствует'
44|1883|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||511.57|745.27|95.55|'Р'|95.51|'Р'|95.55|'Р'|95.49|'Р'|27.71|'Р'|||||||3.05|'Р'|91.77|'Д'|91.78|'Д'|88.83|'Д'||0.27032||'зависимая'|0|'разгружен'
45|1884|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||304.66|284.18|34.97|'Р'|32.03|'Р'|32.14|'Р'|31.95|'Р'|9.23|'Р'|||||||0.98|'Р'|29.46|'Р'|29.5|'Р'|28.62|'Р'||0.15876||'зависимая'|0|'отсутствует'
46|1885|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||310.83|382.89|46.63|'Р'|46.63|'Р'|46.63|'Р'|46.63|'Р'|13.54|'Р'|||||||1.39|'Р'|41.74|'Р'|41.74|'Р'|40.39|'Р'||0.1626||'зависимая'|0|'отсутствует'
47|1886|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||512.3|737.44|94.12|'Р'|94.12|'Р'|94.12|'Р'|94.12|'Р'|27.32|'Р'|||||||1.37|'Р'|81.68|'Р'|89.46|'Р'|86.57|'Р'||0.13048||'зависимая'|0|'отсутствует'
48|1862|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||100|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||621.74|536.4|98.93|'Д'|83.57|'Д'|94.07|'Д'|46.47|'Д'|25.06|'Д'|||||||0|'Д'|40.97|'Д'|61.97|'Д'|70.83|'Д'||0.31816||'зависимая'|0|'разгружен'
49|1864|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||100|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||919.88|708.23|141.56|'Д'|118.39|'Д'|130.96|'Д'|68.1|'Д'|36.7|'Д'|||||||0|'Д'|73.94|'Д'|90.26|'Д'|100.94|'Д'||0.47072||'зависимая'|0|'разгружен'
50|18101|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||349.35|465.47|58.51|'Р'|58.51|'Р'|58.51|'Р'|58.51|'Р'|16.98|'Р'|||||||0|'Р'|55.24|'Р'|59.05|'Р'|59.05|'Р'||0.17463||'зависимая'|0|'отсутствует'
