'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД) на территории'|||||||||||||||||||||||||||||||||||||
'МОСКОВСКОГО  района'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
242|'московский'|'"""Звездное"""'|'Орджоникидзе ул.'|30|||1201242|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4406||4406|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
243|'московский'|'"""Звездное"""'|'Орджоникидзе ул.'|32|||1201243|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4416||4416|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
244|'московский'|'"""Звездное"""'|'Орджоникидзе ул.'|34|||1201244|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4427||4406|21|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
245|'московский'|'"""Звездное"""'|'Орджоникидзе ул.'|'40/59'|||1201245|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4388||4349|39|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
246|'московский'|'"""Гагаринское"""'|'Орджоникидзе ул.'|63|||1201246|'част.управл.орг.с гос.участием'|||'1-528-КП-41'|1968|1|9||4|231|11406||11230|176|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1||2||
247|'московский'|'"""Гагаринское"""'|'Орджоникидзе ул.'|63|2||1201247|'част.управл.орг.с гос.участием'|||'1-528-КП-41'|1971|1|9||4|230|11405||11207|198|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1||2||
248|'московский'|'"""Звездное"""'|'Пулковская ул.'|7|||1201248|'част.управл.орг.с гос.участием'|||'1-504'|1965|3|5||7|140|6992||6878|114|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
249|'московский'|'"""Звездное"""'|'Пулковская ул.'|9|1||1201249|'част.управл.орг.с гос.участием'|||'1-528 КП-81'|1973|1|14||1|84|4568||4430|138|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|1||1||
250|'московский'|'"""Звездное"""'|'Пулковская ул.'|11|2||1201250|'част.управл.орг.с гос.участием'|||'1-528 КП-41'|1971|1|9||4|231|11387||11236|151|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1||2||
251|'московский'|'"""Звездное"""'|'Пулковская ул.'|15|||1201251|'част.управл.орг.с гос.участием'|||'1 ЛГ-504-3'|1965|3|5||7|137|6953||6794|159|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
252|'московский'|'"""Звездное"""'|'Пулковская ул.'|19|||1201252|'част.управл.орг.с гос.участием'|||'1 ЛГ-504-3'|1965|3|5||7|130|6974||6443|531|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
253|'московский'|'"""Звездное"""'|'Пулковское шоссе'|22|||1201253|'част.управл.орг.с гос.участием'|||'1-528 КП 81-369'|1972|1|14||1|84|4524||4452|72|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|||1||
254|'московский'|'"""Звездное"""'|'Пулковское шоссе'|26|||1201254|'част.управл.орг.с гос.участием'|||'1-528 КП 81-Э/69'|1971|1|14||1|84|4531||4457|74|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|||1||
255|'московский'|'"""Звездное"""'|'Пулковское шоссе'|34|1||1201255|'част.управл.орг.с гос.участием'|||'1-528 КП 81-369'|1974|1|14||1|84|4847||4471|376|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|||1||
256|'московский'|'"""Звездное"""'|'Пулковское шоссе'|36|||1201256|'част.управл.орг.с гос.участием'|||'индивид.'|1974|1|14||1|84|4515||4476|39|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|||1||
257|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|1|||1201257|'част.управл.орг.с гос.участием'|||'индив.'|1914|1|' 6/7'||7|84|7973||6188|1785|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|2|1||0||
258|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|'3-5'|||1201258|'част.управл.орг.с гос.участием'|||'индив.'|1911|1|6||4|78|5574||4826|748|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|4|3|1||0||
259|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|7||' л.А'|1201259|'част.управл.орг.с гос.участием'|||'индив.'|1933|1|6||1|20|1746||1522|224|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|1|2|1||0||
260|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|21||' л.А'|1201260|'част.управл.орг.с гос.участием'|||'индив.'|1917|1|6||1|20|1430||1248|182|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|1|1|1||0||
261|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|23||' л.А'|1201261|'част.управл.орг.с гос.участием'|||'индив.'|1925|1|5||2|24|1619||1557|62|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||3|1||0||
262|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|23||' л.Б'|1201262|'част.управл.орг.с гос.участием'|||'индив.'|1916|1|6||3|41|1892||1880|12|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|3||||0||
263|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|29||' л.Д'|1201263|'част.управл.орг.с гос.участием'|||'индив.'|1917|1|4||1|6|483||367|116|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|||0||
264|'московский'|'"""Московская Застава"""'|'Смоленская ул.'|'31/20'||' л.А'|1201264|'част.управл.орг.с гос.участием'|'общежитие'||'индивид.'|1905|1|6||4|22|13353||9573|3780|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|2|2|||0||
265|'московский'|'"""Звездное"""'|'Типанова ул.'|3|||1201265|'част.управл.орг.с гос.участием'|||'индивид.'|1959|1|7||6|133|11994||9404|2590|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|6|2|1||2||
266|'московский'|'"""Звездное"""'|'Типанова ул.'|4|||1201266|'част.управл.орг.с гос.участием'|||'индивид.'|1958|1|7||5|97|9778||7310|2468|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||1||
267|'московский'|'"""Звездное"""'|'Типанова ул.'|5|||1201267|'част.управл.орг.с гос.участием'|||'индивид.'|1961|1|7||6|124|10957||8538|2419|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|3|1||2||
268|'московский'|'"""Звездное"""'|'Типанова ул.'|6|||1201268|'част.управл.орг.с гос.участием'|||'индивид.'|1959|1|7||6|113|10755||7860|2895|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|6|2|1||1||
269|'московский'|'"""Звездное"""'|'Типанова ул.'|7|||1201269|'част.управл.орг.с гос.участием'|||'1-415'|1959|3|7||5|115|9686||8417|1269|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
270|'московский'|'"""Звездное"""'|'Типанова ул.'|8|||1201270|'част.управл.орг.с гос.участием'|||'индивид.'|1958|3|7||5|114|9572||8082|1490|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
271|'московский'|'"""Звездное"""'|'Типанова ул.'|9|||1201271|'част.управл.орг.с гос.участием'|||'1-527(эксп)'|1960|3|5||3|60|2572||2553|19|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|||1||
272|'московский'|'"""Звездное"""'|'Типанова ул.'|10|||1201272|'част.управл.орг.с гос.участием'|||'1-415-1'|1959|3|5||3|31|3096||1874|1222|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
273|'московский'|'"""Звездное"""'|'Типанова ул.'|11|||1201273|'част.управл.орг.с гос.участием'|||'1-527'|1960|3|5||3|60|2580||2560|20|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|||1||
274|'московский'|'"""Звездное"""'|'Типанова ул.'|12|||1201274|'част.управл.орг.с гос.участием'|||'1-415-1'|1959|3|5||3|37|2749||2067|682|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
275|'московский'|'"""Звездное"""'|'Типанова ул.'|14|||1201275|'част.управл.орг.с гос.участием'|||'1-415-1'|1958|3|5||3|37|3053||2072|981|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
276|'московский'|'"""Звездное"""'|'Типанова ул.'|15|||1201276|'част.управл.орг.с гос.участием'|||'1-527'|1960|3|5||3|60|2565||2546|19|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|||1||
277|'московский'|'"""Звездное"""'|'Типанова ул.'|16|||1201277|'част.управл.орг.с гос.участием'|||'1-415-1'|1959|3|5||3|31|3091||1861|1230|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
278|'московский'|'"""Звездное"""'|'Типанова ул.'|17|||1201278|'част.управл.орг.с гос.участием'|||'1-527'|1960|3|5||3|60|2589||2548|41|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|||1||
279|'московский'|'"""Звездное"""'|'Типанова ул.'|18|||1201279|'част.управл.орг.с гос.участием'|||'1-415'|1959|3|7||5|116|9612||8408|1204|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
280|'московский'|'"""Звездное"""'|'Типанова ул.'|19|||1201280|'част.управл.орг.с гос.участием'|||'1-415'|1959|3|7||5|115|9798||8358|1440|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
281|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|14|2||1201281|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6Т'|1963|3|5||6|110|5402||5029|373|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
282|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|14|3||1201282|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5461||5410|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
283|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|14|4||1201283|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5443||5392|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
284|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|14|5||1201284|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5451||5405|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
285|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|16|1||1201285|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-5'|1962|3|5||5|100|4530||4479|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
286|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|16|2||1201286|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-4Э'|1963|3|5||4|80|3557||3511|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
287|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|18|2||1201287|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-4Э'|1963|3|5||4|80|3559||3508|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
288|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|18|4||1201288|'част.управл.орг.с гос.участием'|||'1-528-КП-41'|1970|1|9||4|231|11401||11260|141|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1||2||
289|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|20|3||1201289|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5408||5362|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
290|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|20|4||1201290|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5438||5387|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
291|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|20|5||1201291|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5467||5424|43|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
292|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|22|2||1201292|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-4Э'|1963|3|5||4|80|3556||3510|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
293|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|24|2||1201293|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-4Э'|1963|3|5||4|80|3570||3518|52|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
294|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|1||1201294|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5431||5379|52|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
295|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|2||1201295|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5476||5392|84|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
296|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|3||1201296|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5412||5367|45|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
297|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|4||1201297|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5446||5400|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
298|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|5||1201298|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5428||5386|42|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
299|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|6||1201299|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5425||5379|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
300|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|7||1201300|'част.управл.орг.с гос.участием'|||'1-ЛГ-507-6'|1963|3|5||6|118|5439||5393|46|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
301|'московский'|'"""Гагаринское"""'|'Юрия Гагарина пр.'|26|8||1201301|'част.управл.орг.с гос.участием'|||'1-ЛГ507-6'|1963|3|5||6|118|5425||5374|51|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
302|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|31|||1201302|'част.управл.орг.с гос.участием'|||'1-527'|1960|3|5||4|80|3533||3496|37|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
303|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|35|||1201303|'част.управл.орг.с гос.участием'|||'1-415'|1959|3|7||5|118|9914||8569|1345|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
304|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|36|||1201304|'част.управл.орг.с гос.участием'|||'ЛГ 600.11.96'|1998|3|' 8/9'||3|99|6200||6092|108|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|3|1||1||
305|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|37|||1201305|'част.управл.орг.с гос.участием'|||'1-415'|1959|3|7||5|117|9895||8442|1453|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|5|2|1||2||
306|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|38|1||1201306|'част.управл.орг.с гос.участием'|||'1 ЛГ-504-3'|1965|3|5||7|139|6982||6914|68|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
307|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|39|||1201307|'част.управл.орг.с гос.участием'|||'1-415-54'|1958|3|5||3|43|3048||2547|501|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
308|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|'41/28'|||1201308|'част.управл.орг.с гос.участием'|||'1-415-5'|1958|3|5||5|74|5292||4692|600|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
309|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|44|||1201309|'част.управл.орг.с гос.участием'|||'1-528 КП-80'|1972|1|14||1|84|4714||4428|286|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|1||1||
310|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|45|||1201310|'част.управл.орг.с гос.участием'|||'1-528 К'|1959|3|5||5|100|4091||4091|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
311|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|46|||1201311|'част.управл.орг.с гос.участием'|||'1 ЛГ-504-3'|1964|3|5||7|139|6965||6903|62|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1||1||
312|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|49|||1201312|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4172||4153|19|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
313|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|53|||1201313|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||5|100|4174||4154|20|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
314|'московский'|'"""Звездное"""'|'Юрия Гагарина пр.'|57|||1201314|'част.управл.орг.с гос.участием'|||'1-528 К'|1961|3|5||3|60|2568||2530|38|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'||1|1||1||
315|'Московский '|'МО Московская застава'|'Бассейная'|41|||1202001|'част.управл.орг.с гос.участием'||'Сталинка'|'индивид.'|1951|'кирпичные'|6|0|4|75|6549|6345,9|4952|1597|'да'|'да'|'да'|'да'|'да'|'да'||'да'||4|2|1|0|1|0|
316|'Московский '|'МО Московская застава'|'Бассейная '|43|||1202002|'част.управл.орг.с гос.участием'||'Сталинка'|'индивид.'|1953|'кирпичные'|6|0|3|50|3735|3232,71|3085|650|'да'|'да'||'да'|'да'|'да'|'да'|'да'||3|2|1|0|1|0|
317|'Московский '|'МО Московская застава'|'Бассейная '|45|||1202003|'част.управл.орг.с гос.участием'||'Сталинка'|'индивид.'|1953|'кирпичные'|7|0|5|140|11857|10464,32|9468|2389|'да'|'да'||'да'|'да'|'да'|'да'|'да'||5|4|1|0|2|0|
318|'Московский '|'МО Московская застава'|'Бассейная '|47|||1202004|'част.управл.орг.с гос.участием'||'Хрущевка'|'индивид.'|1960|'кирпичные'|7|0|4|82|6700|6578,2|5543|1157|'да'|'да'||'да'|'да'|'да'|'да'|'да'||4|2|1|0|1|0|
319|'Московский '|'МО Московская застава'|'Бассейная '|49|||1202005|'част.управл.орг.с гос.участием'||'Хрущевка'|'индивид.'|1958|'кирпичные'|5|0|3|45|3196|2637,2|2638|558|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
320|'Московский '|'МО Московская застава'|'Бассейная '|51|||1202006|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-405 А'|1958|'кирпичные'|5|0|5|75|5775|4772,5|4772|1003|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
321|'Московский '|'МО Московская застава'|'Бассейная '|55|||1202007|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-405 А-5'|1958|'кирпичные'|5|0|5|75|5772|5717,7|4775|997|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
322|'Московский '|'МО Московская застава'|'Бассейная '|57|||1202008|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-415-4а'|1958|'панельные'|5|0|3|36|3094|2816,99|2037|1057|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
323|'Московский '|'МО Московская застава'|'Бассейная '|59|||1202009|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-415-55'|1958|'панельные'|7|0|5|117|9855|9407,61|8530|1325|'да'|'да'||'да'|'да'|'да'|'да'|'да'||5|2|1|0|1|0|
324|'Московский '|'МО Московская застава'|'Бассейная '|61|||1202010|'част.управл.орг.с гос.участием'||'Хрущевка'|'индивид.'|1958|'панельные'|5|0|5|69|5449|4778,91|4488|961|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
325|'Московский '|'МО Новоизмайловской '|'Благодатная '|1|||1202011|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4175|4157,5|4155|20|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
326|'Московский '|'МО Новоизмайловской '|'Благодатная '|3|||1202012|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|3|60|2550|2550,3|2550|0|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
327|'Московский '|'МО Новоизмайловской '|'Благодатная '|5|||1202013|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4202|4184|4183|19|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|'сцепка'|0|1|0|
328|'Московский '|'МО Новоизмайловской '|'Благодатная '|9|||1202014|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4200|4179,5|4176|24|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
329|'Московский '|'МО Новоизмайловской '|'Благодатная '|13|||1202015|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4227|4187,5|4187|40|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
330|'Московский '|'МО Новоизмайловской '|'Благодатная '|15|||1202016|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4209|4187,4|4188|21|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
331|'Московский '|'МО Московская застава'|'Благодатная '|16|||1202017|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-405 А'|1958|'кирпичные'|5|0|5|68|6092|5590,7|4483|1609|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|2|1|0|1|0|
332|'Московский '|'МО Новоизмайловской '|'Благодатная '|17|||1202018|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|5|100|4228|4183,7|4189|39|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
333|'Московский '|'МО Новоизмайловской '|'Благодатная '|19|||1202019|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-527'|1960|'панельные'|5|0|3|60|2556|2555,3|2556|0|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|'сцепка'|0|1|0|
334|'Московский '|'МО Московская застава'|'Благодатная '|20|||1202020|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-528 КП'|1967|'кирпичные'|9|0|3|144|7480|7349,5|6507|973|'да'|'да'|'да'|'да'|'да'|'да'||'да'||3|2|1|0|1|0|
335|'Московский '|'МО Новоизмайловской '|'Благодатная '|21|||1202021|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-528 КП-2Э'|1960|'кирпичные'|5|0|3|60|2522|2500,01|2504|18|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
336|'Московский '|'МО Московская застава'|'Благодатная '|22|||1202022|'част.управл.орг.с гос.участием'||'Сталинка'|'индивид.'|1947|'кирпичные'|6|0|3|33|3348|2877,3|2661|687|'да'|'да'|'да'|'да'|'да'|'да'||'да'||3|2|1|0|1|0|
337|'Московский '|'МО Новоизмайловской '|'Благодатная '|23|||1202023|'част.управл.орг.с гос.участием'||'Хрущевка'|'1-528 КП'|1960|'кирпичные'|5|0|4|80|3432|3410,2|3411|21|'да'|'да'||'да'|'да'|'да'|'да'|'да'||0|1|1|0|1|0|
