51|17000051|'Открытое Аукционерное ОбществоТеплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с Ограниченной Ответственностью Жилкомсервис №2 Фрунзенского района'|'отопление'|'Гкал'|3||40|9.11|'150/70'|'да'|'нет'|'да'|'нет'||'нет'|'-'|1000.34|4462.33|689.51|'Д'|497.1|'Д'|663.58|'Д'|422.5|'Д'|188.85|'Д'|115.17|'Д'|106.79|'Д'|111.52|'Д'|134.67|'Д'|452.77|'Д'|393.25|'Д'|516.95|'Д'|4292.66|2.33|'150-70'|'зависимая'|3|'разгружен'
52|17000052|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'закрытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|3||40|8.77|'150/70'|'да'|'нет'|'да'|'нет'||'нет'||5316.02|5428.07|880.52|'Д'|703.7|'Д'|855.42|'Д'|514.77|'Д'|171.11|'Д'|112.53|'Д'|95.6|'Д'|109.46|'Д'|130.62|'Д'|570.3|'Д'|472.64|'Д'|655|'Д'|5271.67|2.71|'150-70'|'зависимая'|2|'разгружен'
53|17000053|'Открытое Аукционерное ОбществоТеплосеть Санкт-Петербурга'|'ЦТП'|'открытая'|'ТСЖ Бухарестская 120/1'|'отопление'|'Гкал'|3||50|5.6|'150/70'|'да'|'нет'|'да'|'нет'||'нет'|'отсутствует тех. возможность установки УУТЭ на ГВС. ТСЖ «Бухарестская 120/1» с 01.09.2011г.'|2319.38|5415.69|596.8883745|'Д'|577.098417|'Д'|593.638383|'Д'|261.6609957|'Д'|533.2285532|'Д'|119.2396766|'Д'|133.9303386|'Д'|117.3503053|'Д'|122.7102979|'Д'|493.8812433|'Д'|483.7649288|'Д'|507.6012803|'Д'|4540.9927942|2.33|'150-70'|'зависимая'|3|'разгружен'
54|17000054|'Открытое Аукционерное ОбществоТеплосеть Санкт-Петербурга'|'ЦТП'|'открытая'|'Общество с Ограниченной Ответственностью Жилкомсервис №2 Фрунзенского района'|'отопление'|'Гкал'|3||50|8.9|'150/70'|'да'|'нет'|'да'|'нет'||'нет'|'отсутствует тех. возможность установки УУТЭ на ГВС'|6174.67|5518.84|923.17|'Д'|648.93|'Д'|785.14|'Д'|522.33|'Д'|147.94|'Д'|214.04|'Д'|228.36|'Д'|112.23|'Д'|118.85|'Д'|523.76|'Д'|432.17|'Д'|602.96|'Д'|5259.88|2.25|'150-70'|'зависимая'|3|'разгружен'
55|17000055|'Открытое Аукционерное ОбществоТеплосеть Санкт-Петербурга'|'ЦТП'|'закрытая'|'Общество с Ограниченной Ответственностью Жилкомсервис №2 Фрунзенского района'|'отопление'|'Гкал'|2||50|10.06|'150/70'|'да'|'нет'|'да'|'нет'||'нет'|'-'|2415.93|2493.63|271.36|'Р'|271.36|'Р'|265.06|'Р'|257.65|'Р'|99.23|'Д'|73.01|'Д'|68.21|'Д'|59.55|'Д'|72.83|'Д'|259.96|'Д'|210.9|'Д'|269|'Д'|2178.12|1.18|'150-70'|'зависимая'|1|'разгружен'
56|17000056|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|1||40|8.14|'150/70'|'да'|'нет'|'да'|'нет'||'нет'||1562.4|1561.63|243.22|'Д'|190.79|'Д'|244.32|'Д'|147.52|'Д'|77.46|'Д'|33.09|'Д'|34.43|'Д'|34.19|'Д'|39.34|'Д'|173.37|'Д'|139.17|'Д'|191.9|'Д'|1548.8|0.8|'150-70'|'зависимая'|1|'разгружен'
57|17000057|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|1||80||'150/70'|'да'|'нет'|'да'|'нет'||'нет'||3308.42|3444.17|547.74|'Д'|400.11|'Д'|477.16|'Д'|278.82|'Д'|137.59|'Д'|60.69|'Д'|63.2|'Д'|55.77|'Д'|64.6|'Д'|308.15|'Д'|296.38|'Д'|396.6|'Д'|3086.81|1.84|'150-70'|'зависимая'|1|'разгружен'
58|17000058|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|1||40|8.14|'150/70'|'да'|'нет'|'да'|'нет'||'нет'||1462.44|1564.49|160.17|'Р'|160.17|'Р'|145.71|'Р'|122.28|'Д'|74.09|'Д'|40.78|'Д'|37.53|'Д'|42.08|'Д'|45.04|'Д'|155.34|'Д'|131.95|'Д'|148.75|'Д'|1263.89|0.66|'150-70'|'зависимая'|1|'разгружен'
59|17000059|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|1||40|7|'150/70'|'да'|'нет'|'да'|'нет'||'нет'||1386.01|1496.62|221.23|'Д'|163.69|'Д'|192.46|'Д'|124.02|'Д'|54.77|'Д'|41.5408163265|'Р'|32.41|'Р'|40.33|'Д'|40.3|'Д'|150.93|'Д'|129.22|'Д'|159.66|'Д'|1350.5608163265|0.62|'150-70'|'зависимая'|1|'разгружен'
60|17000060|'Открытое акционерное общество Теплосеть Санкт-Петербурга'|'ИТП'|'открытая'|'Общество с ограниченной ответственностьюЖилищно-коммунальный сервис №2 Фрунзенского района'|'отопление'|'Гкал'|1||40|8.14|'150/70'|'да'|'нет'|'да'|'нет'||'нет'||2040.07|2032.55|327.68|'Д'|241.78|'Д'|305.36|'Д'|190.55|'Д'|92.03|'Д'|53.72|'Д'|44.81|'Д'|45.72|'Д'|57.97|'Д'|118.37|'Д'|186.64|'Д'|241.8|'Д'|1906.43|0.87|'150-70'|'зависимая'|1|'разгружен'
