66|2000966|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||'205.54'||'131.59'||'172.92'||'93.97'||'23.71'||'23.67'||'17.55'||'17.7'||||'95.96'||'91.87'||'114.82'||'989.3'|'198.52'||'зависимая'||
67|2000967|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||'179.46'||'127.19'||'181.71'||'106.75'||'23.72'||'38.99'||'23.62'||'25.38'||||'118.32'||'104.2'||'128.98'||'1058.31'|'216.86'||'зависимая'||
68|2000968|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'|1|||8|'105/70'|'нет'|||||||||'78.79'||'70.66'||'79.02'||'57.55'||0||0||0||0||||77||'36.81'||'66.81'||'466.64'|'77.63'||'зависимая'|1|
69|2000969|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'|1|||8|'105/70'|'да'|||||||||'183.2'||'130.73'||'185.53'||'119.69'||'24.33'||'44.29'||'27.11'||'29.08'||||'132.54'||'115.62'||'144.57'||'1136.69'|'231.5'||'зависимая'|1|
70|2000972|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||'150.45'||'104.95'||'152.34'||'107.1'||'19.57'||'25.46'||'15.51'||'16.65'||||'104.7'||'90.25'||'114.8'||'901.79'|'161.85'||'зависимая'||
71|2000973|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'нет'|||||||||||||||||||0||0||0||||||||||0|'44.36'||'зависимая'||
72|2000974|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||'237.33'||'163.91'||'167.35'||'92.85'||'45.45'||'36.31'||'23.16'||28||||'223.87'||'81.51'||'140.62'||'1240.36'|'242.58'||'зависимая'||
73|2000975|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'|1|||8|'105/70'|'да'|||||||||'239.63'||'184.47'||'239.57'||'114.52'||'33.55'||'25.56'||'24.18'||26||||'143.42'||'129.2'||'120.01'||'1280.11'|'286.72'||'зависимая'|1|
74|2000976|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||'132.11'||'96.97'||'129.87'||'90.36'||'28.46'||'18.03'||'10.85'||'11.24'||||'73.27'||'71.57'||'112.56'||'775.29'|'180.18'||'зависимая'||
75|2000977|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'||||8|'105/70'|'да'|||||||||||||||||||||||||||||||||0|||'зависимая'||
76|2000978|'ОАО ТЕПЛОСЕТЬ ТГК-1'|'ИТП'|'открытая'|'ООО ЖКС № 1 В.О. р-на'|'отопление'|'Гкал'|1|||8|'105/70'|'да'|||||||||'158.65'||'116.2'||'152.84'||'134.25'||'43.35'||'27.73'||'16.69'||'17.27'||||'109.83'||'107.25'||'142.55'||'1026.61'|'242.51'||'зависимая'|1|
