1|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|11|'А'||129001|'ЧУО'||'индивидуальный'||1873|'Кирпичные'|3||3|20|1654|950.4|950.4|171|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
2|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|13|'А'||129002|'ЧУО'||'индивидуальный'||1863|'Кирпичные'|5||3|18|1826.4|1023.8|1023.8|281.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
3|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|14|'А'||129003|'ЧУО'||'индивидуальный'||1908|'Кирпичные'|6||2|89|3301.16|1824.8|1824.8|197.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
4|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|19|'А'||129004|'ЧУО'||'индивидуальный'||1917|'Кирпичные'|3||1|0|967.9|0|0|967.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
5|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|21|'А'||129005|'ЧУО'||'индивидуальный'||1909|'Кирпичные'|4||2|21|1361.81|672.2|672.2|228|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||2|1|1|1|
6|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|23|'А'||129006|'ЧУО'||'индивидуальный'||1875|'Кирпичные'|4||4|64|2420.09|1465.8|1465.8|48|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
7|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|24|'А'||129007|'ЧУО'||'индивидуальный'||1917|'Кирпичные'|4||2|22|1930.03|1019.1|1019.1|410.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||2|1|0|0|
8|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|3|'А'||129008|'ЧУО'||'индивидуальный'||1917|'Кирпичные'|3||1|21|3025|985|985|1478|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
9|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|4|'А'||129009|'ЧУО'||'индивидуальный'||1905|'Кирпичные'|4||2|45|1701.2|783|783|293.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
10|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|6|'А'||129010|'ЧУО'||'индивидуальный'||1917|'Кирпичные'|4||1|32|1139.2|549.8|549.8|176.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
11|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|8|'А'||129011|'ЧУО'||'индивидуальный'||1879|'Кирпичные'|4||1|41|1814|1051|1051|69|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
12|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|9|'А'||129012|'ЧУО'||'индивидуальный'||1868|'Кирпичные'|2||4|16|679|340|340|181.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
13|'Адмиралтейский'|'МО Измайловское'|'10-я КРАСНОАРМЕЙСКАЯ  ул.'|9|'Б'||129013|'ЧУО'||'индивидуальный'||1868|'Кирпичные'|2||1|13|283|137.5|137.5|59.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
14|'Адмиралтейский'|'МО Измайловское'|'11-я КРАСНОАРМЕЙСКАЯ ул.'|12|'А'||129014|'ЧУО'||'индивидуальный'||1859|'Кирпичные'|5||5|62|2645.93|1440|1440|97.93|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
15|'Адмиралтейский'|'МО Измайловское'|'11-я КРАСНОАРМЕЙСКАЯ ул.'|13|'А'||129015|'ЧУО'||'индивидуальный'||1908|'Кирпичные'|5||7|109|3618.13|1669.1|1669.1|742.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
16|'Адмиралтейский'|'МО Измайловское'|'11-я КРАСНОАРМЕЙСКАЯ ул.'|14|'А'||129016|'ЧУО'||'индивидуальный'||1909|'Кирпичные'|5||3|20|1938.58|1104.4|1104.4|199.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|1|1|
17|'Адмиралтейский'|'МО Измайловское'|'11-я КРАСНОАРМЕЙСКАЯ ул.'|16|'А'||129017|'ЧУО'||'индивидуальный'||1917|'Кирпичные'|5||1|42|1311|721.6|721.6|204.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||1|1|0|0|
