275|'12_000275'|||||'отопление'|'Гкал'|1|||||||'да'||||||626.85|120.86||79.12||107.76||73.26||17.66|||'Нр'||'Нр'||'Нр'||'Нр'|67.64||59.76||86.09||612.15||||1|
276|'12_000276'|||||'отопление'|'Гкал'||||||||||||||||||||||||||||||||||||||||||||
277|'12_000277'|||||'отопление'|'Гкал'|1|||||||'да'||||||1185.31|198.2||147.26||190.16||129.13||33.9|||'Нр'||'Нр'||'Нр'||'Нр'|88.63||92.59||136.68||1016.55||||1|
278|'12_000278'|||||'отопление'|'Гкал'|1|||||||'да'||||||1341.74|229.73||154.67||216.55||139.51||58.1|||'Нр'||'Нр'||'Нр'||'Нр'|94.15||100.77||134.73||1128.21||||1|
279|'12_000279'|||||'отопление'|'Гкал'|1|||||||'да'||||||1259.43|209.98||154.17||215.24||121.19||48.84|||'Нр'||'Нр'||'Нр'||'Нр'|118.73||99.16||133.55||1100.86||||1|
280|'12_000280'|||||'отопление'|'Гкал'|1|||||||'да'||||||1293.2|206.06||146.65||202.77||116.95||44.75|||'Нр'||'Нр'||'Нр'||'Нр'|114.85||108.67||142.62||1083.32||||1|
281|'12_000281'|||||'отопление'|'Гкал'|1|||||||'да'||||||1510|142.1|'Д'|147.71||198.28||112.45||41.36|||'Нр'||'Нр'||'Нр'||'Нр'|90.81||88.36||109.3||930.37||||1|
282|'12_000282'|||||'отопление'|'Гкал'|1|||||||'да'||||||974.42|148.01||92.53||135.86||90.3||38.69|||'Нр'||'Нр'||'Нр'||'Нр'|81.5||69.86||95.01||751.76||||1|
283|'12_000283'|||||'отопление'|'Гкал'|1|||||||'да'||||||1479.96|141.48|'Д'|143.81|'Д'|186.05||115.57||50.59|||'Нр'||'Нр'||'Нр'||'Нр'|138.52||115.03||147.77||1038.82||||1|
284|'12_000284'|||||'отопление'|'Гкал'|1|||||||'да'||||||1507.05|138.31|'Д'|152.34||201.8||132.5||44.2|||'Нр'||'Нр'||'Нр'||'Нр'|32.9|'Д'|126.9||155.35||984.3||||1|
285|'12_000285'|||||'отопление'|'Гкал'|1|||||||'да'||||||827.13|135.82||82.74||126.15||86.07||34.02|||'Нр'||'Нр'||'Нр'||'Нр'|78.11||62||96.59||701.5||||1|
286|'12_000286'|||||'отопление'|'Гкал'|1|||||||'да'||||||1154.21|175.39||137.73||185.47||132.13||48.56|||'Нр'||'Нр'||'Нр'||'Нр'|115.9||99.64||142.07||1036.89||||1|
287|'12_000287'|||||'отопление'|'Гкал'|1|||||||'да'||||||1200.99|176.08||134.23||193.05||122.75||44.09|||'Нр'||'Нр'||'Нр'||'Нр'|102.76||114.82||166.38||1054.16||||1|
288|'12_000288'|||||'отопление'|'Гкал'|1||||'150/70'|'да'||'да'||||||8584.91|222.72|'Д'|222.72|'Д'|198.47||193.35||123.93|||'Нр'||'Нр'||'Нр'||'Нр'|155.53||174.17||198.39||1489.28||'150-70'|'зависимая'|1|
289|'12_000289'|||||'отопление'|'Гкал'|1|||||||'да'||||||1015.58|97.73|'Д'|98.71|'Д'|115.68||74.97||39.35|||'Нр'||'Нр'||'Нр'||'Нр'|88.31||68.16||81.82||664.73||||1|
290|'12_000290'|||||'отопление'|'Гкал'|0|||||||'нет'||||||||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||||||
298|'12_000298'|||||'отопление'|'Гкал'|2||||'95/70'|'нет'||'да'||||||668.37|238.69|'Д'|234.68|'Д'|239.03|'Д'|228.98|'Д'|65.77|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|213.58|'Д'|213.39|'Д'|217.81|'Д'|1651.93||'95-70'|'зависимая'|2|
299|'12_000299'|||||'отопление'|'Гкал'|0||||'95/70'|'да'||'нет'||||||||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'|||'95-70'|'зависимая'|1|
301|'12_000301'|||||'отопление'|'Гкал'|0||||'95/70'|'да'||'нет'||||||||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'|||'95-70'|'зависимая'|1|
312|'12_000312'|||||'отопление'|'Гкал'||||||||||||||||||||||||||||||||||||||||||||
314|'12_000314'|||||'отопление'|'Гкал'|2|||||||'да'||||||1977.06|187.02|'Д'|187.51|'Д'|187.98|'Д'|185.04|'Д'|101.8|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|193.21|'Д'|196.31|'Д'|170.1||1408.97||||2|
315|'12_000315'|||||'отопление'|'Гкал'|2|||||||'да'||||||3258.5|374.83|'Д'|372.69|'Д'|352.66|'Д'|352.66|'Д'|181.4|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|240.18||279.88||354.63||2508.93||||2|
325|'12_000325'|||||'отопление'|'Гкал'|2|||||||'да'||||||4793.78|508.87|'Д'|509.75|'Д'|509.75|'Д'|509.75|'Д'|263.82|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|451.09|'Д'|459.2|'Д'|469.22|'Д'|3681.45||||2|
331|'12_000331'|||||'отопление'|'Гкал'||||||||||||||||||||||||||||||||||||||||||||
334|'12_000334'|||||'отопление'|'Гкал'|1|||||||'да'||||||1257.14|165.14||118.8||201.06||121.32||51.21|||'Нр'||'Нр'||'Нр'||'Нр'|102.64||106.21||132.11||998.49||||1|
335|'12_000335'|||||'отопление'|'Гкал'|1|||||||'да'||||||1244.95|158.64||124.79||161.62||114.66||48.6|||'Нр'||'Нр'||'Нр'||'Нр'|109.25||106.76||133.39||957.71||||1|
341|'12_000341'|||||'отопление'|'Гкал'|1|||||||'да'||||||1263.39|176.52||145.63||187.5||135.92||57.04|||'Нр'||'Нр'||'Нр'||'Нр'|103.39||126.58||131.16||1063.74||||1|
342|'12_000342'|||||'отопление'|'Гкал'|0|||||||'нет'||||||169.9|30.19|'Д'|25.38|'Д'|32.09|'Д'|24.96|'Д'|8.15|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|23.4|'Д'|21.23|'Д'|23.48|'Д'|188.88|||||
346|'12_000346'|||||'отопление'|'Гкал'|||||'120/70'|'да'||'да'|'нет'||||||||||||||||||||||||||||||||'95-70'|'зависимая'|2|
347|'12_000347'|||||'отопление'|'Гкал'|||||'120/70'|'да'||'да'|'нет'||||||||||||||||||||||||||||||||'95-70'|'зависимая'|1|
348|'12_000348'|||||'отопление'|'Гкал'|5||||'120/70'|'да'||'да'|'нет'|||||7942.38|1314.99||940.98||1255.25||950.27||336.01|||'Нр'||'Нр'||'Нр'||'Нр'|899.8||821.8||101065||107584.1||'95-70'|'зависимая'|5|
349|'12_000349'|||||'отопление'|'Гкал'||||||||||||||||||||||||||||||||||||||||||||
350|'12_000350'|||||'отопление'|'Гкал'|1|||||||'да'||||||1196.84|173.78||136.91||180.13||128.21||46.51|||'Нр'||'Нр'||'Нр'||'Нр'|11.68||106.42||138.78||922.42||||1|
352|'12_000352'|||||'отопление'|'Гкал'|||||||||||||||||||||||||||||||||||||||||||1|
353|'12_000353'|||||'отопление'|'Гкал'|1|||||||'да'||||||1245.99|143.56||143.22||216.02||118.06||49.33|||'Нр'||'Нр'||'Нр'||'Нр'|110.26||125.63||166.2||1072.28||||1|
354|'12_000354'|||||'отопление'|'Гкал'|1|||||||'да'||||||1190.67|171.12||126.85||171.53||117.71||48.29|||'Нр'||'Нр'||'Нр'||'Нр'|95.75||153.1||133.44||1017.79||||1|
356|'12_000356'|||||'отопление'|'Гкал'|1|||||||'да'||||||827.41|131.09||100.98||134.82||92.07||28.49|||'Нр'||'Нр'||'Нр'||'Нр'|75.87||73.73||96.57||733.62||||1|
357|'12_000357'|||||'отопление'|'Гкал'|1|||||||'да'||||||1405.51|154.17||138.08||180.05||122.94||61.27|||'Нр'||'Нр'||'Нр'||'Нр'|128.29||120.35||156.27||1061.42||||1|
358|'12_000358'|||||'отопление'|'Гкал'|1|||||||'да'||||||1304.32|185.5||138.71||184.25||132.4||50.04|||'Нр'||'Нр'||'Нр'||'Нр'|109.7||113.4||138.6||1052.6||||1|
359|'12_000359'|||||'отопление'|'Гкал'|1|||||||'да'||||||847.86|123.29||98.23||144.83||98.66||31.26|||'Нр'||'Нр'||'Нр'||'Нр'|82.48||76.15||94.26||749.16||||1|
360|'12_000360'|||||'отопление'|'Гкал'|1|||||||'да'||||||1239.57|171.65||134.47||188.4||136.13||51.44|||'Нр'||'Нр'||'Нр'||'Нр'|121||112.12||134.02||1049.23||||1|
361|'12_000361'|||||'отопление'|'Гкал'|1|||||||'да'||||||1289.53|183.08||144.42|'Д'|183.73||137.01||46.29|||'Нр'||'Нр'||'Нр'||'Нр'|130.69||116.88||129.8||1071.9||||1|
362|'12_000362'|||||'отопление'|'Гкал'|1|||||||'да'||||||1224.95|143.81|'Д'|128.86||172.77||122.79||56.04|||'Нр'||'Нр'||'Нр'||'Нр'|116.44||105.01||127.55||973.27||||1|
363|'12_000363'|||||'отопление'|'Гкал'|1|||||||'да'||||||1244.48|189.53||142.85||188.6||130.45||57.57|||'Нр'||'Нр'||'Нр'||'Нр'|103.11||105.92||130.51||1048.54||||1|
364|'12_000364'|||||'отопление'|'Гкал'|0|||||||'нет'||||||214.08|37.29|'Д'|31.38|'Д'|39.69|'Д'|30.76|'Д'|10.15|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|29|'Д'|26.29|'Д'|29.04|'Д'|233.6|||||
366|'12_000366'|||||'отопление'|'Гкал'|2|||||||'да'||||||4563.4|621.44||574.73||540.9||455.07||319.75|||'Нр'||'Нр'||'Нр'||'Нр'|382.19||385.51||457.04||3736.63||||2|
372|'12_000372'|||||'отопление'|'Гкал'|4|||||||'да'||||||6630.89|677.29|'Д'|548.37||739||594.7||379.67|||'Нр'||'Нр'||'Нр'||'Нр'|422.66||561.77||615.75||4539.21|||||
373|'12_000373'|||||'отопление'|'Гкал'|0|||||||'нет'||||||3668.29|367.85|'Д'|367.27|'Д'|367.78|'Д'|366.73|'Д'|196.27|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|308.3|'Д'|310.14|'Д'|312.38|'Д'|2596.72||||2|
374|'12_000374'|||||'отопление'|'Гкал'|1|||||||'да'||||||1934.96|219.82|'Д'|219.82|'Д'|219.82|'Д'|153.01||125.07|||'Нр'||'Нр'||'Нр'||'Нр'|112.27||202.75||220.89||1473.45||||1|
375|'12_000375'|||||'отопление'|'Гкал'|1|||||||'да'||||||1752.22|220.4|'Д'|220.4|'Д'|220.4|'Д'|220.4|'Д'|114.43|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|165.32|'Д'|173.61||203.56||1538.52||||1|
376|'12_000376'|||||'отопление'|'Гкал'|2|||||||'да'||||||2204.65|359.75||329.68||317.34||242.12||160.6|||'Нр'||'Нр'||'Нр'||'Нр'|159.93||189.83||241.56||2000.81||||2|
381|'12_000381'|||||'отопление'|'Гкал'|0||||'95/70'|'нет'||'нет'||||||97.89|33.27|'Д'|33.27|'Д'|33.27|'Д'|33.27|'Д'|9.56|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|33.74|'Д'|33.74|'Д'|33.74|'Д'|243.86||'95-70'|'зависимая'||
383|'12_000383'|||||'отопление'|'Гкал'|0||||'95/70'|'нет'||'нет'||||||128.7|15.88|'Д'|15.88|'Д'|15.88|'Д'|15.88|'Д'|4.56|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|16.07|'Д'|16.07|'Д'|16.07|'Д'|116.29||'95-70'|'зависимая'||
384|'12_000384'|||||'отопление'|'Гкал'|1||||'95/70'|'нет'||'да'||||||1029.81|128.65|'Д'|128.65|'Д'|128.65|'Д'|128.65|'Д'|36.98|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|127.6|'Д'|127.6|'Д'|110.79||917.57||'95-70'|'зависимая'||
385|'12_000385'|||||'отопление'|'Гкал'|0||||'95/70'|'нет'||'нет'||||||103.84|35.03|'Д'|35.03|'Д'|35.03|'Д'|35.03|'Д'|10.07|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|34.07|'Д'|34.07|'Д'|34.07|'Д'|252.4||'95-70'|'зависимая'||
386|'12_000386'|||||'отопление'|'Гкал'|0||||'95/70'|'нет'||'нет'||||||1027.14|127.94|'Д'|127.94|'Д'|127.94|'Д'|127.94|'Д'|36.78|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|126.94|'Д'|126.94|'Д'|126.94|'Д'|929.36||'95-70'|'зависимая'||
387|'12_000387'|||||'отопление'|'Гкал'|0||||'95/70'|'нет'||'нет'||||||172.21|20.81|'Д'|20.81|'Д'|20.81|'Д'|20.81|'Д'|5.98|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|21.78|'Д'|21.78|'Д'|21.78|'Д'|154.56||'95-70'|'зависимая'||
404|'12_000404'|||||'отопление'|'Гкал'|1||||'120/70'|'да'||'да'|'нет'|||||3717.83|587.56||541.53||433.48||378.38||215.16|||'Нр'||'Нр'||'Нр'||'Нр'|208.02||309.14||368.83||3042.1||'95-70'|'зависимая'|1|
405|'12_000405'|||||'отопление'|'Гкал'|1||||'120/70'|'да'||'да'|'нет'|||||1911.77|202.02||253.59||243.63||208.47||106.19|||'Нр'||'Нр'||'Нр'||'Нр'|146.69||157.55||193.66||1511.8||'95-70'|'зависимая'|1|
406|'12_000406'|||||'отопление'|'Гкал'|9|||||||||||||12548.5|1864.51|'Д'|1875.55|'Д'|1884.82|'Д'|1884.3|'Д'|994.86|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|1467.64|'Д'|977.61||1569.64||12518.93||||9|
407|'12_000407'|||||'отопление'|'Гкал'|3|||||||||||||4844.88|694.35||643.18||587.7||438.76||235|||'Нр'||'Нр'||'Нр'||'Нр'|308.27||355.43||461.58||3724.27||||3|
408|'12_000408'|||||'отопление'|'Гкал'|||||'120/70'|'да'||'да'|'нет'||||||||||||||||||||||||||||||||'95-70'|'зависимая'|1|
409|'12_000409'|||||'отопление'|'Гкал'|2||||'120/70'|'да'||'да'|'нет'|||||||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||'Нр'||||||
412|'12_000412'|||||'отопление'|'Гкал'|2|||||||'да'||||||4013.62|470.22|'Д'|4710.1|'Д'|470.26|'Д'|469.98|'Д'|246.8|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|253.91||359.84||437.93||7419.04||||2|
413|'12_000413'|||||'отопление'|'Гкал'|1|||||||'да'||||||1278.59|204.63||190.75||180.79||145.48||73.66|||'Нр'||'Нр'||'Нр'||'Нр'|101.36||123.25||141.82||1161.74||||1|
414|'12_000414'|||||'отопление'|'Гкал'|1|||||||'да'||||||916.64|141.29||127.59||122.37||94.56||45.51|||'Нр'||'Нр'||'Нр'||'Нр'|69.84||83.9||101.6||786.66||||1|
415|'12_000415'|||||'отопление'|'Гкал'|4|||||||'да'||||||6896.88|682.43|'Д'|382.36|'Д'|682.44|'Д'|682.33|'Д'|350.32|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|548.34||1630.59||773.83||5732.64||||2|
416|'12_000416'|||||'отопление'|'Гкал'|1|||||||'да'||||||1815.56|291.35||310.61||238.2|'Д'|189.91||118.46|||'Нр'||'Нр'||'Нр'||'Нр'|135.61||164.09||194.55||1642.78||||1|
417|'12_000417'|||||'отопление'|'Гкал'|1|||||||'да'||||||1546.88|170.97|'Д'|170.97|'Д'|170.97|'Д'|170.97|'Д'|95.02|'Д'||'Нр'||'Нр'||'Нр'||'Нр'|138.08|'Д'|74.11||151.71||1142.8||||1|
