||||||||||||||||||||||'январь'||'февраль'||'март'||'апрель'||'май'||'июнь'||'июль'||'август'||'сентябрь'||'октябрь'||'ноябрь'||'декабрь'||'Итого'||||||
||||||||||'диаметр ввода'|'давление на вводе'|'температурный график тепловой сети'|'наличие ГВС (да/нет)'|'необходимость резерва ГВС'|'наличие систем учета'|'необходимость диспетчеризации'|'схема присоеденения к тепловой сети'|'резервирование насосов ГВС'|'примечание'|||||||||||||||||||||||||||||||||
||||||||||||||||||||'Сумм. объем'|'Сумм. объем'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'объем ТЭР'|'МР*'|'Суммарный объем'||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|
322|'05_000322'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||518,5674|525,49|113,72|'Д'|88,93|'Д'|108,19|'Д'|66,34|'Д'|13,16|'Д'|0||0||0||0||70,72|'Д'|67,32|'Д'|84,39|'Д'|612,77|||'зависимая'|1||1
323|'05_000323'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||480,867|623,77|119,11|'Д'|90,01|'Д'|116,48|'Д'|68,18|'Д'|27,97|'Д'|0||0||0||0||67,64|'Д'|72,59|'Д'|92,11|'Д'|654,09|||'зависимая'|1||1
324|'05_000324'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||530,631448|528|102,41|'Д'|82,07|'Д'|120,33|'Д'|69,48|'Д'|13,29|'Д'|0||0||0||0||56,26|'Д'|63,16|'Д'|83,38|'Д'|590,38|||'зависимая'|1||1
325|'05_000325'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||385,701792|387,35|69,99|'Д'|55,56|'Д'|70,96|'Д'|43,45|'Д'|7,98|'Д'|0||0||0||0||40,28|'Д'|43,09|'Д'|55,67|'Д'|386,98|||'зависимая'|1||1
326|'05_000326'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||585,4552|595,4|132,96|'Д'|99,12|'Д'|134,27|'Д'|93,41|'Д'|12,87|'Д'|0||0||0||0||81,99|'Д'|77,12|'Д'|104,82|'Д'|736,56|||'зависимая'|1||1
327|'05_000327'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||638,1698|587,31|144,28|'Д'|81|'Д'|126,04|'Д'|87,78|'Д'|10,97|'Д'|0||0||0||0||63,52|'Д'|68,18|'Д'|101,95|'Д'|683,72|||'зависимая'|1||1
328|'05_000328'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||691,7786|648,11|147,39|'Д'|98,05|'Д'|135,26|'Д'|85,95|'Д'|8,3|'Д'|0||0||0||0||65,34|'Д'|79,13|'Д'|101,94|'Д'|721,36|||'зависимая'|1||1
329|'05_000329'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||687,05|668,29|121,88|'Д'|85,84|'Д'|137,9|'Д'|85,92|'Д'|12,47|'Д'|0||0||0||0||76,38|'Д'|65,82|'Д'|111,7|'Д'|697,91|||'зависимая'|1||1
330|'05_000330'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||479,5522|413,58|113,17|'Д'|49,782|'Д'|93,48|'Д'|64,08|'Д'|6,38|'Д'|0||0||0||0||63,49|'Д'|52,93|'Д'|65,11|'Д'|508,42|||'зависимая'|1||1
331|'05_000331'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||496,3518|441,8|94,64|'Д'|52,332|'Д'|68,63|'Д'|74,94|'Д'|12,45|'Д'|0||0||0||0||49,78|'Д'|49,26|'Д'|60,5|'Д'|462,53|||'зависимая'|1||1
332|'05_000332'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||791,668682|794,03|160,13|'Д'|91,194|'Д'|157,61|'Д'|93,27|'Д'|25,37|'Д'|0||0||0||0||103,35|'Д'|96|'Д'|132,87|'Д'|859,79|||'зависимая'|1||1
333|'05_000333'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||680,47399|639,03|66,56|'Дср'|66,696|'Дср'|129,29|'Д'|83,29|'Д'|14,06|'Д'|0||0||0||0||79,41|'Д'|78,78|'Д'|113,42|'Д'|631,51|||'зависимая'|1||1
334|'05_000334'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1141,648|925,24|212,75|'Д'|113,5|'Д'|199,09|'Д'|119,77|'Д'|25,82|'Д'|0||0||0||0||137,55|'Д'|105,22|'Д'|145,49|'Д'|1059,19|||'зависимая'|1||1
335|'05_000335'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1056,0784|901,37|196,69|'Д'|140,54|'Д'|183,33|'Д'|107,35|'Д'|37,28|'Д'|0||0||0||0||99,27|'Д'|111,54|'Д'|121,32|'Д'|997,32|||'зависимая'|1||1
336|'05_000336'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1025,3446|908,54|198,63|'Д'|140,06|'Д'|189,45|'Д'|105,46|'Д'|20,89|'Д'|0||0||0||0||102,6|'Д'|116,05|'Д'|143,9|'Д'|1017,04|||'зависимая'|1||1
337|'05_000337'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1076,54545|865,56|99,44|'Д'|99,35|'Д'|170,61|'Д'|118,21|'Д'|21,04|'Д'|0||0||0||0||99,15|'Д'|93,16|'Д'|128,64|'Д'|829,6|||'зависимая'|1||1
338|'05_000338'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||734,022626|749,13|85,21|'Дср'|85,746|'Дср'|84,48|'Дср'|84,774|'Дср'|101,82|'Дср'|0||0||0||0||105,62|'Д'|85,88|'Д'|111,98|'Д'|745,51|||'зависимая'|1||1
339|'05_000339'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||982,189559|914,99|71,44|'Дср'|106,35|'Дср'|106,674|'Дср'|105,948|'Дср'|122,64|'Дср'|0||0||0||0||137,55|'Д'|115,12|'Д'|140,36|'Д'|906,08|||'зависимая'|1||1
340|'05_000340'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1242,360923|1179,98|131,95|'Дср'|133,032|'Дср'|132,432|'Дср'|131,31|'Дср'|146,34|'Дср'|0||0||0||0||168,3|'Д'|170,49|'Д'|216,71|'Д'|1230,56|||'зависимая'|1||1
341|'05_000341'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1258,227224|1213,52|139,16|'Дср'|138,072|'Дср'|243,33|'Д'|150,04|'Д'|40,35|'Д'|0||0||0||0||161,89|'Д'|148,13|'Д'|174,25|'Д'|1195,22|||'зависимая'|1||1
342|'05_000342'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||990,544|905,2|107,44|'Дср'|108,54|'Дср'|188,74|'Д'|120,47|'Д'|27,48|'Д'|0||0||0||0||83|'Д'|116,52|'Д'|147,27|'Д'|899,46|||'зависимая'|1||1
343|'05_000343'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1433,647718|1449,54|139,3|'Дср'|184,07|'Дср'|248,3|'Д'|170,24|'Д'|39,61|'Д'|0||0||0||0||152,74|'Д'|143,89|'Д'|192,84|'Д'|1270,99|||'зависимая'|1||1
344|'05_000344'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||691,7676|663,28|189,18|'Д'|84,41|'Д'|107,76|'Д'|85,04|'Д'|12,01|'Д'|0||0||0||0||58,4|'Д'|63,76|'Д'|85,48|'Д'|686,04|||'зависимая'|1||1
345|'05_000345'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||1340,792675|1288,58|130,52|'Дср'|130,74|'Дср'|249,5|'Д'|202,57|'Д'|20,66|'Д'|0||0||0||0||141,86|'Д'|125,41|'Д'|181,69|'Д'|1182,95|||'зависимая'|1||1
346|'05_000346'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|3|'открытая'||||'да'|||||||2527,271065|2773,2|306,02|'Дср'|308,262|'Дср'|304,686|'Дср'|278,748|'Дср'|285,72|'Дср'|0||0||0||0||465,33|'Д'|349,47|'Д'|435,44|'Д'|2733,68|||'зависимая'|2||1
347|'05_000347'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||633,8232|560,75|118,88|'Д'|112,58|'Д'|116,19|'Д'|72,132|'Д'|47,448|'Д'|0||0||0||0||59,07|'Д'|121,83|'Д'|105,41|'Д'|753,54|||'зависимая'|1||1
348|'05_000348'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||458,0502|405,18|89,23|'Д'|84,69|'Д'|88,43|'Д'|52,98|'Д'|30,63|'Д'|0||0||0||0||51,09|'Д'|63,42|'Д'|87,6|'Д'|548,07|||'зависимая'|1||1
349|'05_000349'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||652,9964|534,51|76,62|'р'|71,63|'р'|76,93|'р'|71,42|'р'|39,49|'р'|0||0||0||0||57,46|'р'|65,77|'р'|65,38|'р'|524,7|||'зависимая'|1||1
350|'05_000350'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||606,34388|519,84|61,79|'Д'|58,128|'Дср'|61,044|'Д'|58,488|'Д'|57,912|'Д'|0||0||0||0||57,15|'Д'|57,65|'Д'|72,88|'Д'|485,04|||'зависимая'|1||1
351|'05_000351'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||637,2408|564,97|75,76|'р'|76,06|'р'|76,06|'р'|73,26|'р'|41,766|'р'|0||0||0||0||59,57|'р'|68,19|'р'|67,782|'р'|538,45|||'зависимая'|1||1
352|'05_000352'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||494,043944|445,45|52,63|'Д'|51,732|'Дср'|51,744|'Дср'|52,89|'Дср'|51,174|'Дср'|0||0||0||0||46,74|'Д'|64,08|'Д'|82,61|'Д'|453,6|||'зависимая'|1||1
353|'05_000353'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||657,5366|567,73|76,28|'р'|76,28|'р'|76,28|'р'|76,476|'р'|45,318|'р'|0||0||0||0||62,89|'р'|71,99|'р'|71,628|'р'|557,14|||'зависимая'|1||1
354|'05_000354'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||626,703984|604,26|70,85|'Д'|70,704|'Дср'|70,92|'Дср'|70,014|'Дср'|70,344|'Д'|0||0||0||0||64,494|'Д'|66,08|'Д'|101,74|'Д'|585,15|||'зависимая'|1||1
355|'05_000355'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||646,11|567,89|75,49|'р'|76,01|'р'|76,01|'р'|72,636|'р'|40,272|'р'|0||0||0||0||59,07|'р'|68,08|'р'|67,704|'р'|535,27|||'зависимая'|1||1
356|'05_000356'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||255,521696|316,87|37,76|'Д'|38,046|'Дср'|37,308|'Дср'|37,698|'Дср'|37,308|'Д'|0||0||0||0||33,87|'Д'|42,11|'Д'|51,72|'Д'|315,82|||'зависимая'|1||1
357|'05_000357'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||846,396344|756,3|82,42|'Д'|82,386|'Дср'|83,184|'Дср'|81,606|'Д'|81,558|'Д'|0||0||0||0||70,8|'Д'|90,38|'Д'|158,91|'Д'|731,24|||'зависимая'|1||1
358|'05_000358'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||536,187176|438,93|49,46|'Д'|47,238|'Дср'|47,514|'Д'|48,552|'Д'|48,336|'Д'|0||0||0||0||43,47|'Д'|52,68|'Д'|106,21|'Д'|443,46|||'зависимая'|1||1
359|'05_000359'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||720,01308|668,2|70,51|'Д'|70,752|'Дср'|71,064|'Д'|71,838|'Д'|70,116|'Д'|0||0||0||0||63,498|'Д'|80,85|'Д'|123,01|'Д'|621,64|||'зависимая'|1||1
360|'05_000360'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||663,895512|670,35|82,47|'Д'|78,99|'Дср'|80,286|'Д'|77,064|'Д'|77,538|'Д'|0||0||0||0||71,43|'Д'|68,97|'Д'|77,37|'Д'|614,12|||'зависимая'|1||1
361|'05_000361'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||656,8376|573,28|76,26|'р'|76,77|'р'|76,77|'р'|77,184|'р'|44,496|'р'|0||0||0||0||63,11|'р'|72,7|'р'|72,336|'р'|559,63|||'зависимая'|1||1
362|'05_000362'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||616,266088|596,44|70,95|'Д'|72,828|'Дср'|71,958|'Д'|71,712|'Д'|71,01|'Д'|0||0||0||0||63,46|'Д'|71,93|'Д'|86,44|'Д'|580,29|||'зависимая'|1||1
363|'05_000363'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||644,9456|608,88|76,14|'р'|76,65|'р'|76,65|'р'|73,29|'р'|40,65|'р'|0||0||0||0||59,67|'р'|68,77|'р'|68,394|'р'|540,21|||'зависимая'|1||1
364|'05_000364'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||340,180392|358,6|43,44|'Д'|42,708|'Дср'|43,086|'Д'|41,826|'Д'|42,426|'Д'|0||0||0||0||37,3|'Д'|50,61|'Д'|52,71|'Д'|354,11|||'зависимая'|1||1
365|'05_000365'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||949,9296|734,25|99,41|'Д'|100,08|'Дср'|100,08|'Д'|54,25|'Д'|32,44|'Д'|0||0||0||0||63,39|'Д'|94,34|'Д'|131,15|'Д'|675,14|||'зависимая'|1||1
366|'05_000366'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||255,274312|303,88|37,46|'Д'|36,888|'Дср'|43,88|'Д'|37,224|'Д'|36,36|'Д'|0||0||0||0||32,43|'Д'|38,28|'Д'|40,85|'Д'|303,37|||'зависимая'|1||1
367|'05_000367'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||647,4564|566,35|75,22|'р'|75,73|'р'|75,73|'р'|76,698|'р'|44,454|'р'|0||0||0||0||62,67|'р'|72,19|'р'|71,826|'р'|554,52|||'зависимая'|1||1
368|'05_000368'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||621,581152|575,01|67,85|'Д'|67,32|'Дср'|67,818|'Д'|67,494|'Д'|65,886|'Д'|0||0||0||0||61,22|'Д'|73,45|'Д'|94,72|'Д'|565,76|||'зависимая'|1||1
369|'05_000369'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||333,337488|358,28|44,42|'Д'|44,202|'Дср'|43,632|'Д'|43,488|'Д'|42,504|'Д'|0||0||0||0||37,23|'Д'|44,02|'Д'|46,99|'Д'|346,49|||'зависимая'|1||1
370|'05_000370'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||651,3994|572|76,15|'р'|76,66|'р'|76,66|'р'|74,55|'р'|41,91|'р'|0||0||0||0||60,73|'р'|69,97|'р'|69,594|'р'|546,22|||'зависимая'|1||1
371|'05_000371'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||346,932824|340,39|40,64|'Д'|40,08|'Дср'|39,144|'Д'|41,052|'Д'|39,744|'Д'|0||0||0||0||34,1|'Д'|45,01|'Д'|46,38|'Д'|326,15|||'зависимая'|1||1
372|'05_000372'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||655,164488|596,88621|69,19|'Д'|69,498|'Дср'|68,556|'Д'|73,638|'Д'|67,614|'Д'|0||0||0||0||61,67|'Д'|76,08|'Д'|90,83|'Д'|577,08|||'зависимая'|1||1
373|'05_000373'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||644,5772|572,69|76,18|'р'|76,69|'р'|76,69|'р'|76,446|'р'|45,174|'р'|0||0||0||0||62,47|'р'|71,98|'р'|71,61|'р'|557,24|||'зависимая'|1||1
374|'05_000374'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||227,810704|286,45|68,05|'Д'|53,11|'Д'|55,8|'Д'|42,07|'Д'|7,67|'Д'|0||0||0||0||40,51|'Д'|40,75|'Д'|53,06|'Д'|361,02|||'зависимая'|1||1
375|'05_000375'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||531,84196|529,18|89,8|'Д'|69,62|'Д'|97,04|'Д'|56,4|'Д'|9,48|'Д'|0||0||0||0||48,97|'Д'|53,17|'Д'|71,7|'Д'|496,18|||'зависимая'|1||1
376|'05_000376'|'"ГУП ""ТЭК СПб"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|0|'открытая'||||'да'|||||||502,3302|488,28|59,08|'р'|59,48|'р'|59,48|'р'|59,232|'р'|35,286|'р'|0||0||0||0||47,69|'р'|55,25|'р'|54,936|'р'|430,43|||'зависимая'|1||1
377|'05_000377'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||669,84676|721,23|133,21|'Д'|103,16|'Д'|125,08|'Д'|85|'Д'|14,06|'Д'|0||0||0||0||54,64|'Д'|77,91|'Д'|101,73|'Д'|694,79|||'зависимая'|1||1
378|'05_000378'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||661,089272|588,8|66,88|'Д'|63,186|'Дср'|65,844|'Д'|66,696|'Д'|64,932|'Д'|0||0||0||0||59,26|'Д'|61,97|'Д'|106,53|'Д'|555,3|||'зависимая'|1||1
379|'05_000379'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||742,051496|704,18|122,53|'Д'|90,88|'Д'|126,37|'Д'|73,39|'Д'|14,3|'Д'|0||0||0||0||58,97|'Д'|75,67|'Д'|98,24|'Д'|660,35|||'зависимая'|1||1
380|'05_000380'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||656,831728|590,52|66,2|'Д'|64,224|'Дср'|67,314|'Д'|66,918|'Д'|64,632|'Д'|0||0||0||0||58,12|'Д'|71|'Д'|106,47|'Д'|564,88|||'зависимая'|1||1
381|'05_000381'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||643,712544|640,5|114,56|'Д'|89,5|'Д'|123,27|'Д'|72,46|'Д'|12,5|'Д'|0||0||0||0||60,75|'Д'|68,11|'Д'|94,34|'Д'|635,49|||'зависимая'|1||1
382|'05_000382'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||510,551016|458,94|53,12|'Д'|49,05|'Дср'|52,944|'Д'|53,454|'Д'|52,926|'Д'|0||0||0||0||51,53|'Д'|63,88|'Д'|97,15|'Д'|474,05|||'зависимая'|1||1
383|'05_000383'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||639,07|666,55|123,81|'Д'|95,35|'Д'|131,44|'Д'|77,18|'Д'|14,46|'Д'|0||0||0||0||55,99|'Д'|68,34|'Д'|93,16|'Д'|659,73|||'зависимая'|1||1
384|'05_000384'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||664,744928|589,35|69,62|'Д'|64,83|'Дср'|68,658|'Д'|69,558|'Д'|67,86|'Д'|0||0||0||0||60,1|'Д'|69,05|'Д'|115,5|'Д'|585,18|||'зависимая'|1||1
385|'05_000385'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||513,770528|440,27|52,18|'Д'|48,696|'Д'|49,854|'Д'|49,878|'Д'|49,89|'Д'|0||0||0||0||45,43|'Д'|55,34|'Д'|75,8|'Д'|427,07|||'зависимая'|1||1
386|'05_000386'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||782,0596|751,96|134,88|'Д'|103,63|'Д'|139,14|'Д'|81,22|'Д'|15,87|'Д'|0||0||0||0||69,05|'Д'|81,95|'Д'|106,85|'Д'|732,59|||'зависимая'|1||1
387|'05_000387'|'"ОАО ""ТГК-1"""'|'ИТП'|'открытая'|'"ООО ""Жилкомсервис № 1 Кировского района"""'|'Отопление'|'Гкал'|1|'открытая'||||'да'|||||||800,073656|839,52|161,81|'Д'|123,05|'Д'|117,57|'Д'|99,25|'Д'|19,38|'Д'|0||0||0||0||94,36|'Д'|90,71|'Д'|124,4|'Д'|830,53|||'зависимая'|1||1
