1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
729||'Княжево'|'Зины Портновой ул.'|28|'А'||5000729|'орг-ия с гос. участием'|'сцепка'|'хрущевка'|'другое'|1962|'панельные'|6|0|1|36|1301.8|1301.8|1269.99||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
730||'Княжево'|'Зины Портновой ул.'|30|'А'||5000730|'орг-ия с гос. участием'|'сцепка'|'хрущевка'|'другое'|1963|'панельные'|5|0|5|50|2465.5|2465.5|2422.61||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
731||'Нарвский округ'|'Зои Космодемьянской ул.'|3|'А'||5000731|'орг-ия с гос. участием'||'сталинка'|'индивидуальный'|1937|'кирпичные'|5|0|6|56|4866.8|4866.8|3742.92|1123.88|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
732||'Нарвский округ'|'Зои Космодемьянской ул.'|5|'А'||5000732|'орг-ия с гос. участием'|'сцепка'|'сталинка'|'индивидуальный'|1937|'кирпичные'|5|0|2|13|1192.4|1192.4|1123|69.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|0|1|0|0|0
733||'Нарвский округ'|'Зои Космодемьянской ул.'|6|'1 А'||5000733|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1910|'кирпичные'|5|0|2|36|2526.9|2526.9|2067.3|459.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|1|0|0|0
734||'Нарвский округ'|'Зои Космодемьянской ул.'|6|'2 А'||5000734|'орг-ия с гос. участием'|'под снос'|'индивидуальный'|'индивидуальный'|1895|'кирпичные'|5|0|1|20|1201.4|1201.4|1201.4||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0
735||'Нарвский округ'|'Зои Космодемьянской ул.'|6|'2 Б'||5000735|'орг-ия с гос. участием'|'под снос'|'индивидуальный'|'индивидуальный'|1880|'кирпичные'|5|0|2|40|3660|3660|3660||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0
736||'Нарвский округ'|'Зои Космодемьянской ул.'|'8/17'|'А'||5000736|'орг-ия с гос. участием'|'сцепка'|'другое'|'другое'|1950|'кирпичные'|2|0|2|12|706.3|706.3|635.5|70.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
737||'Нарвский округ'|'Зои Космодемьянской ул.'|15|'А'||5000737|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1885|'кирпичные'|5|0|3|31|2679.4|2679.4|2375.1|304.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|0|0
738||'Нарвский округ'|'Зои Космодемьянской ул.'|'16/24'|'А'||5000738|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1950|'кирпичные'|2|0|2|8|528.3|528.3|402.9|125.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
739||'Нарвский округ'|'Зои Космодемьянской ул.'|'17/26'|'А'||5000739|'орг-ия с гос. участием'||'сталинка'|'другое'|1954|'кирпичные'|5|0|3|33|2799.45|2799.45|2699|100.45|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|2|1|0|1|0
740||'Нарвский округ'|'Зои Космодемьянской ул.'|21|'А'||5000740|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1950|'кирпичные'|2|0|1|2|590.3|590.3|577.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0
741||'Нарвский округ'|'Зои Космодемьянской ул.'|23|'А'||5000741|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1950|'панельные'|2|0|1|2|573.3|573.3|563.1||'да'|'да'|'нет'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0
742||'Нарвский округ'|'Зои Космодемьянской ул.'|'25/20'|'А'||5000742|'орг-ия с гос. участием'||'другое'|'другое'|1951|'кирпичные'|3|0|2|18|1023|1023|930.9|92.1|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0
743||'Нарвский округ'|'Зои Космодемьянской ул.'|27|'А'||5000743|'орг-ия с гос. участием'||'другое'|'другое'|1900||3|0|2|8|1617.9|1617.9|1239|378.9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|0|1|0|1|1|0
744||'Нарвский округ'|'Зои Космодемьянской ул.'|29|'Б'||5000744|'орг-ия с гос. участием'|'сцепка'|'другое'|'другое'|1900|'кирпичные'|5|0|1|20|1093.8|1093.8|1093.8||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
745||'Нарвский округ'|'Ивана Черных ул.'|1|'А'||5000745|'орг-ия с гос. участием'||'сталинка'|'другое'|1958|'кирпичные'|5|0|3|27|2562.2|2562.2|2019.19|543.01|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0||1|1|1|0
746||'Нарвский округ'|'Ивана Черных ул.'|3|'2 Б'||5000746|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1910|'кирпичные'|5|0|2|20|1651.6|1651.6|1341|310.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0
747||'Нарвский округ'|'Ивана Черных ул.'|13|'А'||5000747|'орг-ия с гос. участием'||'брежневка'|'другое'|1961|'кирпичные'|5|0|2|40|1570.56|1570.56|1570.56||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
748||'Нарвский округ'|'Ивана Черных ул.'|13|'Б'||5000748|'орг-ия с гос. участием'||'брежневка'|'другое'|1961|'кирпичные'|5|0|3|60|2509.7|2509.7|2509.7||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0
749||'Нарвский округ'|'Ивана Черных ул.'|15|'А'||5000749|'орг-ия с гос. участием'||'брежневка'|'другое'|1962|'кирпичные'|5|0|3|60|2527.39|2527.39|2527.39||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
750||'Нарвский округ'|'Ивана Черных ул.'|15|'Б'||5000750|'орг-ия с гос. участием'||'брежневка'|'другое'|1962|'кирпичные'|5|0|2|40|1607.02|1607.02|1607.02||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0
751||'Нарвский округ'|'Ивана Черных ул.'|19|'А'||5000751|'орг-ия с гос. участием'|'сцепка'|'брежневка'|'другое'|1960|'кирпичные'|5|0|3|60|2513.4|2513.4|2477.21||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
752||'Нарвский округ'|'Ивана Черных ул.'|21|'А'||5000752|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1951|'кирпичные'|5|0|2|18|1579.2|1579.2|1471.24|107.96|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0
753||'Нарвский округ'|'Калинина ул.'|8|'1 А'||5000753|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|2|0|1|4|550.9|550.9|476.5|74.4|'да'|'да'|'нет'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|1|1|0
754||'Нарвский округ'|'Калинина ул.'|10|'А'||5000754|'орг-ия с гос. участием'|'аварийный'|'индивидуальный'|'индивидуальный'|1880|'кирпичные'|4|0|2|24|2098.1|2098.1|1569.7|528.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|2|0
755||'Нарвский округ'|'Калинина ул.'|16|'А'||5000755|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1951|'панельные'|2|0|1|8|726.5|726.5|508.1|218.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0
756||'Нарвский округ'|'Калинина ул.'|18|'А'||5000756|'орг-ия с гос. участием'|'аварийный'|'индивидуальный'|'индивидуальный'|1890|'кирпичные'|4|0|3|23|2389.1|2389.1|1954.7|434.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|1|0
757||'Нарвский округ'|'Калинина ул.'|18|'З'||5000757|'орг-ия с гос. участием'|'аварийный'|'индивидуальный'|'индивидуальный'|1890|'кирпичные'|2|0|1|1|163.5|163.5||124.2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0
758||'Нарвский округ'|'Канонерский о.'|7|'А'||5000758|'орг-ия с гос. участием'||'другое'|'индивидуальный'|1989|'кирпичные'|15|0|4|258|13190.5|13190.5|12720|470.5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|3|1|2|2|0
759||'Нарвский округ'|'Канонерский о.'|8|'А'||5000759|'орг-ия с гос. участием'||'другое'|'индивидуальный'|1989|'кирпичные'|16|0|4|268|13852.4|13852.4|11937.2|1915.2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|1|1|1|0
760||'Нарвский округ'|'Канонерский о.'|9|'А'||5000760|'орг-ия с гос. участием'||'другое'||1981|'кирпичные'|16|0|1|110|5624|5624|5495.8|128.2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|1|1|0
761||'Нарвский округ'|'Канонерский о.'|10|'А'||5000761|'орг-ия с гос. участием'||'другое'||1981|'кирпичные'|16|0|1|110|5719.5|5719.5|5587.9|131.6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|0|0|0
762||'Нарвский округ'|'Канонерский о.'|11|'1 А'||5000762|'орг-ия с гос. участием'||'другое'|'другое'|1972|'кирпичные'|9|0|2|32|6628|6628|5789.6|838.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|0|1|1|1|0
763||'Нарвский округ'|'Канонерский о.'|12|'А'||5000763|'орг-ия с гос. участием'||'панельный'|'другое'|1967|'панельные'|5|0|7|70|3190.89|3190.89|3190.89||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
764||'Нарвский округ'|'Канонерский о.'|12|'2 А'||5000764|'орг-ия с гос. участием'||'хрущевка'|'другое'|1972|'панельные'|5|0|7|139|6911.9|6911.9|6852.68|59.22|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
765||'Морские ворота'|'Канонерский о.'|13|'А'||5000765|'орг-ия с гос. участием'||'хрущевка'|'другое'|1967|'панельные'|5|0|7|70|3191.68|3191.68|3191.68||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
766||'Морские ворота'|'Канонерский о.'|14|'А'||5000766|'орг-ия с гос. участием'||'хрущевка'|'другое'|1967|'панельные'|5|0|7|70|3277.5|3277.5|3191.13|86.37|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
767||'Морские ворота'|'Канонерский о.'|15|'А'||5000767|'орг-ия с гос. участием'||'хрущевка'|'другое'|1967|'панельные'|5|0|7|70|3271.5|3271.5|3184.8|86.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
768||'Морские ворота'|'Канонерский о.'|16|'А'||5000768|'орг-ия с гос. участием'||'сталинка'|'другое'|1956|'кирпичные'|4|0|7|78|4621.7|4621.7|4341.2|280.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|3|2|0|1|0
769||'Морские ворота'|'Канонерский о.'|17|'А'||5000769|'орг-ия с гос. участием'||'сталинка'|'индивидуальный'|1955|'панельные'|3|0|2|15|1594|1594|1224.1|369.9|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
770||'Морские ворота'|'Канонерский о.'|25|'А'||5000770|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|9|0|1|54|1971.7|1971.7|1909.42|62.28|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|0|0|0
771||'Нарвский округ'|'Корнеева ул.'|2|'А'||5000771|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1955|'кирпичные'|5|0|3|32|2911.35|2911.35|2629.9|281.45|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
772||'Нарвский округ'|'Корнеева ул.'|6|'А'||5000772|'орг-ия с гос. участием'||'другое'||1968|'кирпичные'|9|0|5|248|13479.4|13479.4|11342|2137.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|3|1|2|2|0
773||'Нарвский округ'|'Косинова ул.'|5|'А'||5000773|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1953|'панельные'|3|0|2|18|1071.8|1071.8|1042.4||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
774||'Нарвский округ'|'Косинова ул.'|7|'А'||5000774|'орг-ия с гос. участием'|'под снос'|'индивидуальный'|'индивидуальный'|1953|'панельные'|3|0|1|10|544.1|544.1|459.9|84.2|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0
775||'Нарвский округ'|'Косинова ул.'|'9/9'|'А'||5000775|'орг-ия с гос. участием'|'сцепка'|'сталинка'|'другое'|1958|'кирпичные'|3|0|1|15|1022.1|1022.1|1022.1||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|0|0
776||'Нарвский округ'|'Косинова ул.'|14|'1 А'||5000776|'орг-ия с гос. участием'||'другое'|'другое'|1929|'кирпичные'|4|0|7|56|3768.2|3768.2|3709.2|59|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
777||'Нарвский округ'|'Косинова ул.'|14|'2 А'||5000777|'орг-ия с гос. участием'||'другое'|'другое'|1929|'кирпичные'|5|0|6|60|3938.5|3938.5|3938.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
778||'Автово'|'Краснопутиловская ул.'|'16/13'|'А'||5000778|'орг-ия с гос. участием'||'брежневка'|'другое'|1959|'кирпичные'|5|0|5|89|6358.1|6358.1|5462.05|896.05|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0
779||'Автово'|'Краснопутиловская ул.'|18|'А'||5000779|'орг-ия с гос. участием'||'брежневка'|'другое'|1960|'кирпичные'|5|0|4|75|5729.2|5729.2|4829.23|899.97|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
780||'Автово'|'Краснопутиловская ул.'|20|'А'||5000780|'орг-ия с гос. участием'||'брежневка'|'другое'|1958|'кирпичные'|5|0|4|70|5641.6|5641.6|4428.72|1212.88|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|2|0
781||'Автово'|'Краснопутиловская ул.'|26|'А'||5000781|'орг-ия с гос. участием'||'брежневка'|'другое'|1958|'кирпичные'|5|0|4|69|5432.5|5432.5|4357.49|1075.01|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|2|0
782||'Автово'|'Краснопутиловская ул.'|'28/20'|'А'||5000782|'орг-ия с гос. участием'||'брежневка'|'другое'|1959|'кирпичные'|5|0|5|91|6742.7|6742.7|5509.58|1233.12|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
783||'Красненькая речка'|'Ленинский пр.'|110|'1 А'|39|5000783|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1976|'панельные'|9|0|2|71|4179.11|4179.11|4055.07|124.04|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|0|1|1|0
784||'Красненькая речка'|'Ленинский пр.'|110|'1 Б'|41|5000784|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1976|'панельные'|9|0|11|393|21283.83|21283.83|20530.64|753.19|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|11|2|3|3|3|0
785||'Княжево'|'Ленинский пр.'|120|'2 А'||5000785|'орг-ия с гос. участием'||'хрущевка'|'другое'|1968|'панельные'|5|0|5|50|2523.7|2523.7|2464.23|59.47|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
786||'Княжево'|'Ленинский пр.'|124|'А'||5000786|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'кирпичные'|9|0|5|248|13662.5|13662.5|11353.6|2308.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|2|1|2|2|0
787||'Нарвский округ'|'Майков пер.'|3|'А'||5000787|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1947|'кирпичные'|3|0|1|10|685.7|685.7|504.3|181.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|1|0
788||'Нарвский округ'|'Майков пер.'|5|'А'||5000788|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1948|'кирпичные'|2|0|1|4|543.05|543.05|459.8|83.25|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0
789||'Нарвский округ'|'Майков пер.'|'5а'|'А'||5000789|'орг-ия с гос. участием'|'сцепка'|'индивидуальный'|'индивидуальный'|1949|'кирпичные'|3|0|1|10|684.7|684.7|503|181.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0
790||'Нарвский округ'|'Майков пер.'|'7/1'|'А'||5000790|'орг-ия с гос. участием'|'сцепка'|'другое'|'другое'|1949|'кирпичные'|2|0|2|12|635.52|635.52|635.52||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
791||'Нарвский округ'|'Маршала Говорова ул.'|'3/7'|'А'||5000791|'орг-ия с гос. участием'||'брежневка'|'1-405'|1957|'кирпичные'|5|0|5|69|5660|5660|4324.6|1335.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
792||'Нарвский округ'|'Маршала Говорова ул.'|'5/4'|'А'||5000792|'орг-ия с гос. участием'||'брежневка'|'1-405'|1958|'кирпичные'|5|0|7|100|7540.4|7540.4|6439.95|1100.45|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
793||'Автово'|'Маршала Говорова ул.'|'6/5'|'А'||5000793|'орг-ия с гос. участием'||'брежневка'|'1-405'|1958|'кирпичные'|5|0|5|69|5184.4|5184.4|4400.13|784.27|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
794||'Автово'|'Маршала Говорова ул.'|7|'А'||5000794|'орг-ия с гос. участием'||'брежневка'|'1-528КП-82'|1960|'кирпичные'|5|0|3|60|2551.7|2551.7|2514||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
795||'Автово'|'Маршала Говорова ул.'|'11/3'|'А'||5000795|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1957|'кирпичные'|5|0|7|98|7594.6|7594.6|6363.2|1231.4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
796||'Автово'|'Маршала Говорова ул.'|15|'А'||5000796|'орг-ия с гос. участием'||'брежневка'|'1-405'|1958|'кирпичные'|5|0|3|37|3163|3163|2172|991|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
797||'Автово'|'Маршала Говорова ул.'|16|'А'||5000797|'орг-ия с гос. участием'||'брежневка'|'1-528КП-82'|1966|'кирпичные'|9|0|4|224|13008|13008|10109.41|2898.59|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|2|2|2|0
798||'Автово'|'Маршала Говорова ул.'|17|'А'||5000798|'орг-ия с гос. участием'||'брежневка'|'1-405'|1959|'кирпичные'|5|0|3|42|2886|2886|2427.61|458.39|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
799||'Автово'|'Маршала Говорова ул.'|21|'А'||5000799|'орг-ия с гос. участием'||'брежневка'|'1-405'|1959|'кирпичные'|5|0|3|59|2483.8|2483.8|2434.02||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0
800||'Нарвский округ'|'Маршала Говорова ул.'|'22/10'|'А'||5000800|'орг-ия с гос. участием'||'сталинка'|'индивидуальный'|1958|'кирпичные'|5|0|7|98|8144.8|8144.8|6275.5|1869.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|1|0
801||'Нарвский округ'|'Маршала Говорова ул.'|22|'2 А'||5000801|'орг-ия с гос. участием'||'брежневка'|'другое'|1961|'кирпичные'|5|0|4|64|3439.3|3439.3|2739.6|699.7|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0
802||'Нарвский округ'|'Маршала Говорова ул.'|23|'А'||5000802|'орг-ия с гос. участием'||'брежневка'|'1-405'|1958|'кирпичные'|5|0|2|40|2659.3|2659.3|2361.31|297.99|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0
803||'Нарвский округ'|'Маршала Говорова ул.'|24|'А'||5000803|'орг-ия с гос. участием'||'брежневка'|'другое'|1961|'кирпичные'|5|0|5|100|4210|4210|4183||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
804||'Нарвский округ'|'Маршала Говорова ул.'|26|'2 А'||5000804|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1962|'кирпичные'|5|0|2|40|1780|1780|1610.05|169.95|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
805||'Нарвский округ'|'Маршала Жукова пр.'|18|'А'|22|5000805|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1978|'панельные'|12|0|2|95|4958.7|4958.7|4769.7|189|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|2|1|1|0
806||'Нарвский округ'|'Маршала Жукова пр.'|18|'Б'|23|5000806|'орг-ия с гос. участием'||'другое'|'600 (1-ЛГ-600)'|1978|'кирпичные'|16|0|1|84|4895.7|4895.7|4735.3|160.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|0|1|1|1|0
807||'Нарвский округ'|'Маршала Жукова пр.'|18|'В'|25|5000807|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1977|'панельные'|15|0|4|239|12502.85|12502.85|12213.01|289.84|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|1|1|1|0
808||'Нарвский округ'|'Маршала Жукова пр.'|18|'Г'|26|5000808|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1978|'кирпичные'|16|0|1|84|4882.4|4882.4|4718.4|164|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|1|1|0
809||'Нарвский округ'|'Маршала Жукова пр.'|18|'Д'|27|5000809|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1977|'панельные'|12|0|2|95|4939.9|4939.9|4753.69|186.21|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|1|1|0
810||'Нарвский округ'|'Маршала Жукова пр.'|20|'А'||5000810|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1979|'кирпичные'|15|0|1|28|6707.5|6707.5|5689.5|1018|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|0|1|1|1|0
811||'Красненькая речка'|'Маршала Жукова пр.'|22|'А'||5000811|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1979|'кирпичные'|15|0|1|30|6729.7|6729.7|5744.4|985.3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|0|1|1|1|0
812||'Красненькая речка'|'Маршала Жукова пр.'|'26/16'|'А'|62|5000812|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1976|'панельные'|9|0|3|108|6018|6018|5888.96|129.04|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|2|1|1|1|0
813||'Красненькая речка'|'Маршала Жукова пр.'|'26/16'|'Б'|36|5000813|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1978|'кирпичные'|13|0|1|65|4126.5|4126.5|3745.4|381.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|2|1|1|1|0
814||'Красненькая речка'|'Маршала Жукова пр.'|'26/16'|'В'|60|5000814|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1976|'панельные'|9|0|9|314|16689.4|16689.4|15823.72|865.68|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|1|3|3|0
815||'Красненькая речка'|'Маршала Жукова пр.'|28|'1 А,Б'|59|5000815|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1976|'панельные'|9|0|8|286|15347|15347|14729.25|617.75|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|8|2|2|3|3|0
816||'Красненькая речка'|'Маршала Жукова пр.'|30|'2 Е'|53|5000816|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1979|'кирпичные'|16|0|1|85|4978.2|4978.2|4834.2|144|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|1|1|0
817||'Красненькая речка'|'Маршала Жукова пр.'|30|'2 А'|20|5000817|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1978|'панельные'|12|0|2|95|4785.4|4785.4|4581.1|204.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|2|1|1|0
818||'Красненькая речка'|'Маршала Жукова пр.'|30|'2 Б'|21|5000818|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1979|'кирпичные'|16|0|1|84|4881.5|4881.5|4734.4|147.1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|1|1|1|0
819||'Красненькая речка'|'Маршала Жукова пр.'|30|'2 В'|57|5000819|'орг-ия с гос. участием'||'панельный'|'600 (1-ЛГ-600)'|1978|'панельные'|15|0|4|239|12054.1|12054.1|11675.7|378.4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|2|1|1|1|0
