1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
394||'Княжево'|'Новаторов Бульвар'|64|'А'||5000394|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1979.5|1979.5|1921.4|58.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
395||'Княжево'|'Новаторов Бульвар'|65|'А'||5000395|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|7|70|3227.8|3227.8|3187.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
396||'Княжево'|'Новаторов Бульвар'|69|'А'||5000396|'орг-ия с гос. участием'||'панельный'|'другое'|1987|'панельные'|5|0|19|364|19906|19906|19698.6|207.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|6|1|6|6|0
397||'Княжево'|'Новаторов Бульвар'|70|'А'||5000397|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2501.8|2501.8|2442.5|59.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
398||'Княжево'|'Новаторов Бульвар'|73|'А'||5000398|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|9|0|1|50|2009.58|2009.58|1792.52|217.06|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
399||'Княжево'|'Новаторов Бульвар'|75|'А'||5000399|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|9|0|1|50|1993.94|1993.94|1789.33|204.61|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
400||'Княжево'|'Новаторов Бульвар'|76|'А'||5000400|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2512.1|2512.1|2452.8|59.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
401||'Княжево'|'Новаторов Бульвар'|77|'А'||5000401|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|9|0|1|49|2038.48|2038.48|1785.32|253.16|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
402||'Княжево'|'Новаторов Бульвар'|78|'А'||5000402|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2511.6|2511.6|2452.2|59.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
403||'Княжево'|'Новаторов Бульвар'|79|'А'||5000403|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|9|0|1|49|2086.61|2086.61|1760.74|325.87|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
404||'Княжево'|'Новаторов Бульвар'|80|'А'||5000404|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1959|1959|1931.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
405||'Княжево'|'Новаторов Бульвар'|82|'А'||5000405|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|2059.18|2059.18|1911.18|148|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
406||'Княжево'|'Новаторов Бульвар'|84|'А'||5000406|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|7|70|3284.4|3284.4|3183.5|100.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
407||'Княжево'|'Новаторов Бульвар'|84|'2 А'||5000407|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1984|'панельные'|9|0|7|251|12646.5|12646.5|12578.4|68.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|1|2|2|0
408||'Княжево'|'Новаторов Бульвар'|86|'А'||5000408|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|7|70|3273|3273|3187.6|85.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
409||'Княжево'|'Новаторов Бульвар'|90|'А'||5000409|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|5|0|5|50|2496.5|2496.5|2453.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
410||'Дачное'|'Новаторов Бульвар'|102|'А'||5000410|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1966|'панельные'|9|0|1|88|2036.2|2036.2|1833.93|202.27|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
411||'Дачное'|'Новаторов Бульвар'|108|'А'||5000411|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1966|'панельные'|9|0|1|83|2049.76|2049.76|1826.76|223|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
412||'Дачное'|'Новаторов Бульвар'|112|'А'||5000412|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1966|'панельные'|9|0|1|50|2042.93|2042.93|1792.31|250.62|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
413||'Дачное'|'Новаторов Бульвар'|114|'А'||5000413|'орг-ия с гос. участием'|'под снос'|'индивидуальный'|'индивидуальный'|1959|'кирпичные'|3|0|2|21|1215.8|1215.8|1032.5|183.3|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
414||'Княжево'|'Подводника Кузьмина ул.'|2|'А'||5000414|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2466.79|2466.79|2424.69||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
415||'Княжево'|'Подводника Кузьмина ул.'|3|'А'||5000415|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3221.5|3221.5|3178.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
416||'Княжево'|'Подводника Кузьмина ул.'|4|'А'||5000416|'орг-ия с гос. участием'||'хрущевка'|'другое'|1963|'панельные'|8|0|1|48|1739.6|1739.6|1681.4|58.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
417||'Княжево'|'Подводника Кузьмина ул.'|5|'А'||5000417|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3251.3|3251.3|3165|86.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
418||'Княжево'|'Подводника Кузьмина ул.'|6|'А'||5000418|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2483.3|2483.3|2422.4|60.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
419||'Княжево'|'Подводника Кузьмина ул.'|7|'А'||5000419|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3270.5|3270.5|3185.3|85.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
420||'Княжево'|'Подводника Кузьмина ул.'|8|'А'||5000420|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2431.84|2431.84|2431.84||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
421||'Княжево'|'Подводника Кузьмина ул.'|9|'А'||5000421|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3265.7|3265.7|3179.3|86.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
422||'Княжево'|'Подводника Кузьмина ул.'|10|'А'||5000422|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2491.7|2491.7|2432.4|59.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
423||'Княжево'|'Подводника Кузьмина ул.'|11|'А'||5000423|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3242.2|3242.2|3155.9|86.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
424||'Княжево'|'Подводника Кузьмина ул.'|12|'А'||5000424|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|2069.5|2069.5|1920.2|149.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
425||'Княжево'|'Подводника Кузьмина ул.'|13|'А'||5000425|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|7|70|3261.1|3261.1|3175.6|85.5|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
426||'Княжево'|'Подводника Кузьмина ул.'|14|'А'||5000426|'орг-ия с гос. участием'||'хрущевка'|'другое'|1963|'панельные'|8|0|1|48|1738.5|1738.5|1680.3|58.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
427||'Княжево'|'Подводника Кузьмина ул.'|16|'А'||5000427|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2485.3|2485.3|2425|60.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
428||'Княжево'|'Подводника Кузьмина ул.'|17|'А'||5000428|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1970|'панельные'|9|0|7|251|12903.34|12903.34|12778.54|124.8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|1|1|1|0
429||'Княжево'|'Подводника Кузьмина ул.'|18|'А'||5000429|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|53|1959.8|1959.8|1920.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
430||'Княжево'|'Подводника Кузьмина ул.'|'19/66'|'А'||5000430|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1969.7|1969.7|1929.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
431||'Княжево'|'Подводника Кузьмина ул.'|20|'А'||5000431|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2458|2458|2415.9||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
432||'Княжево'|'Подводника Кузьмина ул.'|21|'А'||5000432|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2548.5|2548.5|2446.3|102.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|1|0
433||'Княжево'|'Подводника Кузьмина ул.'|22|'А'||5000433|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2479.1|2479.1|2419.8|59.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
434||'Княжево'|'Подводника Кузьмина ул.'|23|'А'||5000434|'орг-ия с гос. участием'||'кирпичный'|'1-528КП-82'|1968|'кирпичные'|9|0|4|231|11542.4|11542.4|11361.1|181.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|2|2|0
435||'Княжево'|'Подводника Кузьмина ул.'|24|'А'||5000435|'орг-ия с гос. участием'||'хрущевка'|'другое'|1963|'панельные'|8|0|1|48|1736.2|1736.2|1678.2|58|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
436||'Княжево'|'Подводника Кузьмина ул.'|27|'А'||5000436|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2532.3|2532.3|2448.1|84.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
437||'Княжево'|'Подводника Кузьмина ул.'|28|'А'||5000437|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2488|2488|2427.7|60.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
438||'Княжево'|'Подводника Кузьмина ул.'|29|'А'||5000438|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2507.9|2507.9|2447.6|60.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
439||'Княжево'|'Подводника Кузьмина ул.'|30|'А'||5000439|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1961.8|1961.8|1920.7||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
440||'Княжево'|'Подводника Кузьмина ул.'|'31/91'|'А'||5000440|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|1961.5|1961.5|1912.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
441||'Княжево'|'Подводника Кузьмина ул.'|32|'А'||5000441|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2506.6|2506.6|2421.9|84.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
442||'Княжево'|'Подводника Кузьмина ул.'|34|'А'||5000442|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2479.7|2479.7|2420.4|59.3|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
443||'Княжево'|'Подводника Кузьмина ул.'|36|'А'||5000443|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|7|70|3190.2|3190.2|3150.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
444||'Княжево'|'Подводника Кузьмина ул.'|38|'А'||5000444|'орг-ия с гос. участием'||'хрущевка'|'другое'|1963|'панельные'|5|0|5|49|2500.4|2500.4|2375.4|125|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
445||'Княжево'|'Подводника Кузьмина ул.'|42|'А'||5000445|'орг-ия с гос. участием'||'хрущевка'|'другое'|1962|'панельные'|5|0|5|50|2491.3|2491.3|2431.4|59.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
446||'Княжево'|'Подводника Кузьмина ул.'|50|'А'||5000446|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1954|1954|1914.4||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
447||'Княжево'|'Подводника Кузьмина ул.'|54|'А'||5000447|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|9|0|1|54|1972.8|1972.8|1924.1||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
448||'Княжево'|'Подводника Кузьмина ул.'|56|'А'||5000448|'орг-ия с гос. участием'||'хрущевка'|'другое'|1964|'панельные'|5|0|7|70|3274.1|3274.1|3187|87.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
449||'Княжево'|'Подводника Кузьмина ул.'|48|'А'||5000449|'орг-ия с гос. участием'||'хрущевка'|'другое'|1965|'панельные'|5|0|5|50|2523.6|2523.6|2437.6|86|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
450||'Ульянка'|'Солдата Корзуна ул.'|13|'А'||5000450|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|5|100|4561.15|4561.15|4515.15||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
451||'Ульянка'|'Солдата Корзуна ул.'|15|'А'||5000451|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|7|139|7032.58|7032.58|6872.58|160|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
452||'Ульянка'|'Солдата Корзуна ул.'|17|'А'||5000452|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|4|80|3562.85|3562.85|3516.85||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
453||'Ульянка'|'Солдата Корзуна ул.'|19|'А'||5000453|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|4|80|3579.29|3579.29|3533.29||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
454||'Княжево'|'Стачек пр.'|102|'А'||5000454|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1960|'кирпичные'|2|0|2|16|662|662|622.3||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0
455||'Дачное'|'Стачек пр.'|120|'А'||5000455|'орг-ия с гос. участием'||'кирпичный'|'другое'|1961|'кирпичные'|5|0|5|100|4346.9|4346.9|4313.7||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
456||'Дачное'|'Стачек пр.'|124|'А'||5000456|'орг-ия с гос. участием'||'кирпичный'|'другое'|1963|'кирпичные'|5|0|5|100|4461.99|4461.99|4428.29||'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
457||'Дачное'|'Стачек пр.'|128|'А'||5000457|'орг-ия с гос. участием'||'кирпичный'|'другое'|1963|'кирпичные'|5|0|5|100|4447.16|4447.16|4395.66|51.5|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0
458||'Дачное'|'Стачек пр.'|136|'2 А'||5000458|'орг-ия с гос. участием'||'кирпичный'|'1-528КП-40'|1968|'кирпичные'|9|0|1|45|2076.64|2076.64|1972.54|104.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
459||'Дачное'|'Стачек пр.'|182|'В'||5000459|'орг-ия с гос. участием'||'панельный'|'другое'|1991|'панельные'|6|0|2|48|2536.9|2536.9|2497.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|3|2|1|1|0
460||'Дачное'|'Стачек пр.'|186|'А'||5000460|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|1977.6|1977.6|1937.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
461||'Дачное'|'Стачек пр.'|188|'А'||5000461|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|5|0|7|70|3225.84|3225.84|3183.24||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
462||'Дачное'|'Стачек пр.'|190|'А'||5000462|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|1961.98|1961.98|1921.58||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
463||'Дачное'|'Стачек пр.'|192|'А'||5000463|'орг-ия с гос. участием'||'панельный'|'другое'|1991|'панельные'|9|0|12|429|23949.1|23949.1|23851.1|98|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|12|6|2|4|4|0
464||'Дачное'|'Стачек пр.'|198|'А'||5000464|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|2025.25|2025.25|1947.55|77.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
465||'Дачное'|'Стачек пр.'|200|'А'||5000465|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|1958.86|1958.86|1919.16||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|2|1|1|0
466||'Дачное'|'Стачек пр.'|202|'А'||5000466|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|9|0|1|54|1975.67|1975.67|1935.87||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
467||'Дачное'|'Стачек пр.'|204|'А'||5000467|'орг-ия с гос. участием'||'хрущевка'|'другое'|1966|'панельные'|5|0|7|70|3233.56|3233.56|3183.76||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
468||'Дачное'|'Стачек пр.'|212|'А'||5000468|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|5|0|7|70|3211.28|3211.28|3161.98||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0
469||'Дачное'|'Стачек пр.'|212|'2 А'||5000469|'орг-ия с гос. участием'||'панельный'|'другое'|1989|'панельные'|9|0|4|144|8201.1|8201.1|8059|142.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|1|1|0
470||'Дачное'|'Стачек пр.'|216|'А'||5000470|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|5|0|7|70|3232.18|3232.18|3189.28||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0
471||'Дачное'|'Стачек пр.'|220|'2 А'||5000471|'орг-ия с гос. участием'|'под снос'|'хрущевка'|'другое'|1967|'панельные'|5|0|5|50|2501.86|2501.86|2458.56||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0
472||'Дачное'|'Стачек пр.'|220|'3 А'||5000472|'орг-ия с гос. участием'||'кирпичный'|'1-528КП-40'|1970|'кирпичные'|9|0|1|45|2118.1|2118.1|2012.9|105.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|0|1|1|0
473||'Ульянка'|'Стойкости ул.'|'2/11'|'А'||5000473|'орг-ия с гос. участием'||'кирпичный'|'1-528КП-41'|1969|'кирпичные'|9|0|4|231|11439.72|11439.72|11299.82|139.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|2|2|0
474||'Ульянка'|'Стойкости ул.'|4|'А'||5000474|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|5|100|4552.87|4552.87|4506.97||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
475||'Ульянка'|'Стойкости ул.'|6|'А'||5000475|'орг-ия с гос. участием'||'панельный'||1971|'панельные'|9|0|1|54|2196.7|2196.7|2087.5|109.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|2|1|1|1|0
476||'Ульянка'|'Стойкости ул.'|12|'А'||5000476|'орг-ия с гос. участием'||'панельный'|'другое'|1968|'панельные'|5|0|5|100|4563.74|4563.74|4517.74||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
477||'Ульянка'|'Стойкости ул.'|14|'А'||5000477|'орг-ия с гос. участием'||'кирпичный'||1969|'кирпичные'|9|0|4|231|11314.65|11314.65|11219.65|95|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|2|2|0
478||'Ульянка'|'Стойкости ул.'|14|'2 А'||5000478|'орг-ия с гос. участием'||'панельный'|'другое'|1972|'панельные'|5|0|7|105|3827.38|3827.38|3782.08||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0
479||'Ульянка'|'Стойкости ул.'|18|'1 А'||5000479|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1973|'панельные'|9|0|9|322|16862.75|16862.75|16309.05|553.7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|2|2|2|0
480||'Ульянка'|'Стойкости ул.'|18|'2 А'||5000480|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1973|'панельные'|9|0|7|251|13225.11|13225.11|12804.71|420.4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|2|2|2|0
481||'Ульянка'|'Стойкости ул.'|18|'3 А'||5000481|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1977|'панельные'|9|0|3|107|5862.73|5862.73|5663.53|199.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|2|1|1|1|0
482||'Ульянка'|'Стойкости ул.'|19|'А'||5000482|'орг-ия с гос. участием'||'кирпичный'|'1-528КП-41'|1969|'кирпичные'|9|0|4|231|11372.72|11372.72|11277.72|95|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|4|2|1|2|2|0
483||'Ульянка'|'Стойкости ул.'|20|'А'||5000483|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1977|'панельные'|9|0|7|250|13309.27|13309.27|12794.17|515.1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|1|2|2|0
484||'Ульянка'|'Стойкости ул.'|26|'1 А'||5000484|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1973|'панельные'|9|0|9|321|16809.77|16809.77|16239.17|570.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|2|2|2|0
485||'Ульянка'|'Стойкости ул.'|27|'А'||5000485|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1970|'панельные'|9|0|9|322|16835.89|16835.89|16281.89|554|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|9|2|1|2|2|0
486||'Ульянка'|'Стойкости ул.'|28|'1 А'||5000486|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1973|'кирпичные'|9|0|2|109|6237.7|6237.7|6055.7|182|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|4|1|1|1|0
487||'Ульянка'|'Стойкости ул.'|29|'А'||5000487|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1970|'панельные'|9|0|7|251|13161.6|13161.6|12741|420.6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|7|2|1|1|1|0
488||'Ульянка'|'Стойкости ул.'|29|'2 А'||5000488|'орг-ия с гос. участием'||'панельный'|'1-мг-600'|1971|'панельные'|9|0|5|179|9631.3|9631.3|9324.1|307.2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|2|1|1|1|0
489||'Ульянка'|'Стойкости ул.'|30|'1 А'||5000489|'орг-ия с гос. участием'||'индивидуальный'|'индивидуальный'|1972|'панельные'|9|0|2|93|6327.11|6327.11|5602.51|724.6|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|1|1|1|0
