1|2|3|4|5|6|7|||||'1605/12'|||15|16|17|18||||||||||||||32|33|34|35|36|37
108|'Кронштадтский'||'Карла Маркса ул'|'д.4/11'|||'09_000108'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4||5|58|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
109|'Кронштадтский'||'Коммунистическая ул'|'д. 3'|'А'||'09_000109'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||2|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
110|'Кронштадтский'||'Коммунистическая ул'|'д. 4/18'|'А'||'09_000110'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||4|54|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
111|||'Коммунистическая ул'|'д.5'|||'09_000111'|||||||||||||||||||||||||||||
112|'Кронштадтский'||'Коммунистическая ул'|'д. 6/21'|'А'||'09_000112'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||6|81|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
113|'Кронштадтский'||'Комсомола ул'|'д. 1/16'|||'09_000113'|'ЖК'|||||'кирпичные'|5||3|56|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
114|'Кронштадтский'||'Комсомола ул'|'д. 15'|||'09_000114'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||1|8|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
115|'Кронштадтский'||'Комсомола ул'|'д. 17'|||'09_000115'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||1|8|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
116|'Кронштадтский'||'Комсомола ул'|'д. 3/2'|||'09_000116'|'ЖК'|||||'кирпичные'|5||4|80|3846||3450||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
117|'Кронштадтский'||'Красная ул'|'д. 11'|'А'||'09_000117'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||3|49|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
118|'Кронштадтский'||'Красная ул'|'д. 13'|||'09_000118'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||1|14|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
119|'Кронштадтский'||'Красная ул'|'д. 15'|||'09_000119'|'ЖК'|||||'кирпичные'|5||2|40|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
120|'Кронштадтский'||'Красная ул'|'д. 17'|||'09_000120'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||1|9|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
121|'Кронштадтский'||'Красная ул'|'д. 2'|'А'||'09_000121'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|24|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
122|'Кронштадтский'||'Красная ул'|'д. 5'|'В'||'09_000122'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
123|'Кронштадтский'||'Красная ул'|'д. 7'|||'09_000123'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||1|6|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
124|'Кронштадтский'||'Красная ул'|'д. 8'|'2А'||'09_000124'|'ЖК'||'индивидуальный'|'индивидуальный'|1948|'кирпичные'|4||3|32|10792||10792||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
125|'Кронштадтский'||'Красная ул'|'д. 8'|'3А'||'09_000125'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||3|33|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
126|'Кронштадтский'||'Красная ул'|'д. 8'|1||'09_000126'|'ЖК'||'индивидуальный'|'индивидуальный'|1948|'кирпичные'|5||10|144|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
127|'Кронштадтский'||'Красная ул'|'д. 9'|'Д'||'09_000127'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|2||1|6|446||446||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
128|'Кронштадтский'||'Кронштадтская ул'|'д. 1/66'|'А'||'09_000128'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|14|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
129|'Кронштадтский'||'Кронштадтская ул'|'д. 10'|||'09_000129'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||1|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
130|'Кронштадтский'||'Кронштадтская ул'|'д. 17'|||'09_000130'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||3|25|1351||1184||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
131|'Кронштадтский'||'Кронштадтская ул'|'д. 3'|'А'||'09_000131'|'ЖК'|||||'кирпичные'|5||3|60|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
132|'Кронштадтский'||'Кронштадтская ул'|'д. 5'|||'09_000132'|'ЖК'||'индивидуальный'|'индивидуальный'|1960|'кирпичные'|2||1|8|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
133|'Кронштадтский'||'Кронштадтская ул'|'д. 9'|||'09_000133'|'ЖК'||'индивидуальный'|'индивидуальный'|1967|'кирпичные'|5||3|60|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
134|'Кронштадтский'||'Кронштадтское ш'|'д. 10'|3||'09_000134'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|84|||4046||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
135|'Кронштадтский'||'Кронштадтское ш'|'д. 10'|1||'09_000135'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|84|||4013||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
136|'Кронштадтский'||'Кронштадтское ш'|'д. 10.'|2||'09_000136'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|84|||4062||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
137|'Кронштадтский'||'Кронштадтское ш'|'д. 12'|||'09_000137'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|63|3794||3241||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
138|'Кронштадтский'||'Кронштадтское ш'|'д. 28'|'А'||'09_000138'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|9||2|18|||||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|||||
139|'Кронштадтский'||'Кронштадтское ш'|'д. 34'|||'09_000139'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|'1/10,2/10,3/9,4/9'||4|146|||||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|||||
140|'Кронштадтский'||'Кронштадтское ш'|'д. 36'|||'09_000140'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|'1/11,2/11,3/12,4/12'||4|221|||||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|||||
141|'Кронштадтский'||'Кронштадтское ш'|'д. 38'|||'09_000141'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|'1/9,2/11,3/9.4/9'||4|187|||9325||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|||||
142|'Кронштадтский'||'Кронштадтское ш'|'д. 6'|'1А'||'09_000142'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|84|||4022||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
143|'Кронштадтский'||'Кронштадтское ш'|'д. 6'|2||'09_000143'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||2|84|||4010||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
144|'Кронштадтский'||'Кронштадтское ш'|'д. 8'|||'09_000144'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||3|79|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|||||
145|'Кронштадтский'||'Лебедева ул'|'д. 3'|'А'||'09_000145'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||2|50|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
146|'Кронштадтский'||'Лебедева ул'|'д. 5'|||'09_000146'|'ЖК'||'индивидуальный'|'индивидуальный'|1880|'кирпичные'|3||1|30|2254||2254||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
147|'Кронштадтский'||'Ленина пр-кт'|'д. 1'|||'09_000147'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||3|98|||4499||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
148|'Кронштадтский'||'Ленина пр-кт'|'д. 10'|||'09_000148'|'ЖК'||'индивидуальный'|'индивидуальный'|1902|'кирпичные'|3||1|6|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
149|'Кронштадтский'||'Ленина пр-кт'|'д. 12/14'|||'09_000149'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||3|18|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
150|'Кронштадтский'||'Ленина пр-кт'|'д. 15'|||'09_000150'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||2|35|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|||||
151|'Кронштадтский'||'Ленина пр-кт'|'д. 17'|||'09_000151'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||1|6|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
152|'Кронштадтский'||'Ленина пр-кт'|'д. 19'|||'09_000152'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|2||1|4|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
153|'Кронштадтский'||'Ленина пр-кт'|'д. 21/2'|||'09_000153'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||3|30|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
154|'Кронштадтский'||'Ленина пр-кт'|'д. 22'|||'09_000154'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||3|9|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
155|'Кронштадтский'||'Ленина пр-кт'|'д. 24'|||'09_000155'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||3|26|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
156|'Кронштадтский'||'Ленина пр-кт'|'д. 25/2'|'А'||'09_000156'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||5|28|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
157|'Кронштадтский'||'Ленина пр-кт'|'д. 26'|||'09_000157'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||5|45|3466||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
158|'Кронштадтский'||'Ленина пр-кт'|'д. 28'|||'09_000158'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||3|18|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
159|'Кронштадтский'||'Ленина пр-кт'|'д. 29'|'А'||'09_000159'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||3|15|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
160|'Кронштадтский'||'Ленина пр-кт'|'д. 30'|||'09_000160'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||6|47|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
161|'Кронштадтский'||'Ленина пр-кт'|'д. 31'|'А'||'09_000161'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||2|21|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
162|'Кронштадтский'||'Ленина пр-кт'|'д. 32'|||'09_000162'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||2|17|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
163|'Кронштадтский'||'Ленина пр-кт'|'д. 33'|||'09_000163'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
164|'Кронштадтский'||'Ленина пр-кт'|'д. 35'|||'09_000164'|'ЖК'||'индивидуальный'||||4||2|15|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
165|'Кронштадтский'||'Ленина пр-кт'|'д. 38'|'А'||'09_000165'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|10|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
166|'Кронштадтский'||'Ленина пр-кт'|'д. 39'|'Б'||'09_000166'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|6||1|10|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|||||
167|'Кронштадтский'||'Ленина пр-кт'|'д. 40'|'А'||'09_000167'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|14|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
168|'Кронштадтский'||'Ленина пр-кт'|'д. 41/6'|||'09_000168'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||2|18|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
169|'Кронштадтский'||'Ленина пр-кт'|'д. 43'|||'09_000169'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||1|14|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
170|'Кронштадтский'||'Ленина пр-кт'|'д. 45'|||'09_000170'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
171|'Кронштадтский'||'Ленина пр-кт'|'д. 47'|||'09_000171'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|6|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
172|'Кронштадтский'||'Ленина пр-кт'|'д. 49'|||'09_000172'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||2|16|2215||1930||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
173|'Кронштадтский'||'Ленина пр-кт'|'д. 5'|'Б'||'09_000173'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|||4|48|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
174|'Кронштадтский'||'Ленина пр-кт'|'д. 5'|'А'||'09_000174'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|||3|31|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
175|'Кронштадтский'||'Ленина пр-кт'|'д. 5'|'В'||'09_000175'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|||3|28|||2135||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
176|'Кронштадтский'||'Ленина пр-кт'|'д. 53'|||'09_000176'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||4|25|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
177|'Кронштадтский'||'Ленина пр-кт'|'д. 57'|||'09_000177'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4||1|7|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
178|'Кронштадтский'||'Ленина пр-кт'|'д. 8'|||'09_000178'|'ЖК'||'индивидуальный'|'индивидуальный'|1974|'кирпичные'|5||6|109|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
179|'Кронштадтский'||'Ленинградская ул'|'д. 11/41'|'А'||'09_000179'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4||3|21|2400||2400||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
180|'Кронштадтский'||'Ленинградская ул'|'д. 12'|||'09_000180'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||3|16|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
181|'Кронштадтский'||'Ленинградская ул'|'д. 14'|'А'||'09_000181'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|20|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
182|'Кронштадтский'||'Ленинградская ул'|'д. 3'|'А'||'09_000182'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||4|44|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
183|'Кронштадтский'||'Ленинградская ул'|'д. 6'|||'09_000183'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||1|4|625||560||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
184|'Кронштадтский'||'Ленинградская ул'|'д. 8'|||'09_000184'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|15|1153||971||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
185|'Кронштадтский'||'Ленинградская ул'|'д. 9'|'А'||'09_000185'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||5|40|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
186|'Кронштадтский'||'Литке ул'|'д. 11/37'|||'09_000186'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|'1/10,2/8,3/7,4/7,    5/9,6/10'||6|233|||||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|||||
187|'Кронштадтский'||'Литке ул'|'д. 7/32'|||'09_000187'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|'1/12,2/11,3/9,,4/9'||4|189|||||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|||||
188|'Кронштадтский'||'Манежный пер'|'д. 2'|||'09_000188'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|6||10|147|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
189|'Кронштадтский'||'Мануильского ул'|'д. 1/8'|'а'||'09_000189'|'ЖК'||'индивидуальный'|'индивидуальный'|1962|'кирпичные'|5||1|39|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
190|'Кронштадтский'||'Мануильского ул'|'д. 1/8'|'б'||'09_000190'|'ЖК'||'индивидуальный'|'индивидуальный'|1964|'кирпичные'|5||2|40|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
191|'Кронштадтский'||'Мануильского ул'|'д. 2'|'а'||'09_000191'|'ЖК'||'индивидуальный'|'индивидуальный'|1839|'кирпичные'|2||2|6|381||381||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
192|'Кронштадтский'||'Мануильского ул'|'д. 2'|||'09_000192'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||5|21|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
193|'Кронштадтский'||'Мануильского ул'|'д. 25'|||'09_000193'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||2|24|1723||1557||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
194|'Кронштадтский'||'Мануильского ул'|'д. 3'|||'09_000194'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||2|40|1788||1587||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
195|'Кронштадтский'||'Мануильского ул'|'д. 37'|||'09_000195'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||5|47|||2971||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
196|'Кронштадтский'||'Мануильского ул'|'д. 39'|||'09_000196'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||1|15|||535||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
197|'Кронштадтский'||'Мануильского ул'|'д. 41'|'А'||'09_000197'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||6|120|||5325||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
198|'Кронштадтский'||'Мануильского ул'|'д. 45/3'|||'09_000198'|'ЖК'||'индивидуальный'|'индивидуальный'|1964|'кирпичные'|5||7|104|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
199|'Кронштадтский'||'Мануильского ул'|'д. 5'|||'09_000199'|'ЖК'|||||'кирпичные'|5||3|60|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
200|'Кронштадтский'||'Мануильского ул'|'д. 7'|'А'||'09_000200'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||2|39|||2521||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
201|'Кронштадтский'||'Мануильского ул'|'д. 9'|'А'||'09_000201'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||3|60|||2511||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
202|'Кронштадтский'||'Мартынова ул'|'д. 1/33'|'А'||'09_000202'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|4||2|13|1531||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
203|'Кронштадтский'||'Мартынова ул'|'д. 11'|||'09_000203'|'ЖК'||'индивидуальный'|'индивидуальный'|1870|'кирпичные'|3||2|13|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
204|'Кронштадтский'||'Мартынова ул'|'д. 13'|||'09_000204'|'ЖК'||'индивидуальный'|'индивидуальный'|1967|'кирпичные'|5||2|40|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
205|'Кронштадтский'||'Мартынова ул'|'д. 9'|||'09_000205'|'ЖК'|||||'кирпичные'|5||3|60|||2536||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
206|'Кронштадтский'||'Никольский пер'|'д. 1/58'|||'09_000206'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||3|60|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
207|'Кронштадтский'||'Никольский пер'|'д. 2/56'|||'09_000207'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|4|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
208|'Кронштадтский'||'Петровская ул'|'д. 10'|1||'09_000208'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||4|64|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
209|'Кронштадтский'||'Петровская ул'|'д. 10'|2||'09_000209'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|23|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
210|'Кронштадтский'||'Петровская ул'|'д. 10'|3||'09_000210'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|14|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
211|'Кронштадтский'||'Петровская ул'|'д. 12'|'А'||'09_000211'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||1|21|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
212|'Кронштадтский'||'Петровская ул'|'д. 12/4'|||'09_000212'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||4|72|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
213|'Кронштадтский'||'Петровская ул'|'д. 13/6'|||'09_000213'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4||4|54|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
214|'Кронштадтский'||'Петровская ул'|'д. 15'|'А'||'09_000214'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|2||1|12|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
215|'Кронштадтский'||'Петровская ул'|'д. 16'|||'09_000215'|'ЖК'||'индивидуальный'|'индивидуальный'|1830|'кирпичные'|3||4|41|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
216|'Кронштадтский'||'Петровская ул'|'д. 17'|||'09_000216'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|4||5|23|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
217|'Кронштадтский'||'Петровская ул'|'д. 19'|||'09_000217'|'ЖК'||'индивидуальный'|'индивидуальный'|1900|'кирпичные'|3||2|10|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
218|'Кронштадтский'||'Петровская ул'|'д. 8. 1'|||'09_000218'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|5||3|47|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
219|'Кронштадтский'||'Петровская ул'|'д. 8. 2'|||'09_000219'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|23|2270||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
220|'Кронштадтский'||'Петровская ул'|'д. 8. 3'|||'09_000220'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|3||2|24|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
221|'Кронштадтский'||'Посадская ул'|'д. 1/82'|'А'||'09_000221'|'ЖК'||'индивидуальный'|'индивидуальный'||'кирпичные'|7||6|149|||||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
