1||3|||6|||9||11|12||||||||20|21|22|23||25||27||29||31||33||35||37||39||41||43||45||47||||51|52
53|'09_000053'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||596.58|625.844|97.08||88.58||85.95||64.46||37.86||8.87||6.32||9.49||12.05||48.52||55.48||70.62|||0.2171||'зависимая'||
54|'09_000054'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||566.81|596.3585|98.72||89.89||87.35||64.97||37.65||8.76||6.28||9.4||11.89||49.01||56.02||71.03|||0.22258||'зависимая'|1|
55|'09_000055'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||1105.73|1159.255|177.83||161.59||158.89||118.17||67.92||22.21||12.69||18.3||22.82||80.62||98.47||130.99|||0.45096||'зависимая'|1|
56|'09_000056'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'130/70'|'да'||||'элеватор'|||3736.93|3920.751|588.98||552.54||552.03||425.3||257||48.04||66.78||74.83||85.49||276.36||329.13||419.94|||1.28343||'зависимая'|2|
57|'09_000057'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|2|'центральная'|||'130/70'|'да'||||'элеватор'|||1755.12|1849.438|266.58||256.84||244.61||212.44||134.09||51.25||34.19||51.89||59.65||160.19||183.55||231.08|||0.62784||'зависимая'|2|
58|'09_000058'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'130/70'|'да'||||'элеватор'|||1878.61|1997.2515|383.53||352.81||350.99||272.92||159.34||43.17||28.59||57.4||33.84||187.03||218.15||285.06|||0.89178||'зависимая'|1|
59|'09_000059'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|2|'центральная'|||'150/70'|'да'||||'элеватор'|||564.33|591.9245|83.88||77.26||77.42||65.77||44.04||19.57||15.21||11.36||10.5||40.25||46.85||59.78|||0.18301||'зависимая'||
60|'09_000060'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||327.46|342.761|51.87||47.05||45.6||33.61||19.56||4.14||2.85||4.64||5.37||24.49||28.49||38.35|||0.12976||'зависимая'|1|
61|'09_000061'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||369.06|387.1495|61||55.19||54.05||40.4||24.75||6.31||3.57||5.74||6.81||28.94||32.23||42.8|||0.14381||'зависимая'||
62|'09_000062'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||313.4|331.6985|41.82||57.28||55.79||43.06||26.3||6.28||4.79||6.04||7.56||28.93||37.19||50.93|||0.122||'зависимая'||
63|'09_000063'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||669.51|699.8115|107.44||95.47||90.89||67.49||41.21||10.82||7.53||11.17||13.58||44.33||48.32||67.78|||0.26364||'зависимая'|1|
64|'09_000064'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||528.19|551.087|78.84||70.68||66.87||51.48||32.47||9.44||6.6||9.73||11.69||33.29||36.39||50.46|||0.18768||'зависимая'||
65|'09_000065'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||659.07|695.5875|116.35||109.42||106.73||81.07||51.74||14.94||8.34||11.85||15.66||69.99||64.73||79.53|||0.26497||'зависимая'|1|
66|'09_000066'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||276.6|291.633|49.51||46.01||45.32||32.97||20.69||5.12||2.79||3.94||4.99||29.32||26.51||33.49|||0.11722||'зависимая'||
67|'09_000067'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||201.79|212.1595|32.25||30.48||29.66||23.13||15.41||4.61||2.72||3.78||4.7||19.66||18.18||22.81|||0.07193||'зависимая'||
68|'09_000068'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||336.24|355.688|65.29||59.33||57.43||42.77||25.05||5.65||4.06||6.45||7.18||31.08||36.17||48.5|||0.16272||'зависимая'||
